SentenceID	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
4335	Není zbýtečně také aby i v rodine každy její příslušník měl svůj hlás .	hlás	65	69		hlas	
4336	Myslím si , že by se už od mála člověk měl učit vyjádřovat svůj názor , a dospelí členové rodiny by měli ten názor včas uslýšet .	mála	27	31		mala	
4336	Myslím si , že by se už od mála člověk měl učit vyjádřovat svůj názor , a dospelí členové rodiny by měli ten názor včas uslýšet .	vyjádřovat	48	58		vyjadřovat	
4336	Myslím si , že by se už od mála člověk měl učit vyjádřovat svůj názor , a dospelí členové rodiny by měli ten názor včas uslýšet .	dospelí	74	81		dospělí	
4336	Myslím si , že by se už od mála člověk měl učit vyjádřovat svůj názor , a dospelí členové rodiny by měli ten názor včas uslýšet .	uslýšet	120	127		uslyšet	
4337	Dobrý den , chtěla bych s kamerádkou jet na hory a hledame ještě hotel .	kamerádkou	26	36		kamarádkou	
4337	Dobrý den , chtěla bych s kamerádkou jet na hory a hledame ještě hotel .	hledame	51	58		hledáme	
4338	Máte pro nás volný dvoulůzkový pokoj c sprchou a WC ?	dvoulůzkový	19	30		dvoulůžkový	
4338	Máte pro nás volný dvoulůzkový pokoj c sprchou a WC ?	c	37	38		s	
4339	Kolik to stoji , když zůstame 14 dní , od 1 .	stoji	9	14		stojí	
4340	2 do 14 .						
4341	2 ?						
4342	Jake jídlo nabízete ?	Jake	0	4		Jaké	
4342	Jake jídlo nabízete ?	nabízete	11	19		nabízíte	
4343	Chtěli bychom snídat u vás , to by šlo ?						
4344	Chceme jezdit autem , máte parkoviště blízko hotelu ?						
4345	A existuje u vás také lyžařskou skolu ?	skolu	32	37		škola	
4346	Zdravím vás , Eva Černá						
4347	Na fotografii jsou dva dospělí a dvě dětí .	dětí	37	41		děti	
4348	Dospěli asi jsou rodice , dětí třeba jsou bratr a sestra .	Dospěli	0	7		Dospělí	
4348	Dospěli asi jsou rodice , dětí třeba jsou bratr a sestra .	rodice	17	23		rodiče	
4348	Dospěli asi jsou rodice , dětí třeba jsou bratr a sestra .	dětí	26	30		děti	
4349	Jsou na hrdiště .						
4350	Děti hrajou na , a dospělí dávají pozor .						
4351	Dospěli mají na sobě trička a bundy .	Dospěli	0	7		Dospělí	
4352	Nevidím to přsně , ale myslím si , že holka má na sobě bílé šaty a chlapec ma na sobě světlou tričku a tmávou bundu .	přsně	11	16		přesně	
4352	Nevidím to přsně , ale myslím si , že holka má na sobě bílé šaty a chlapec ma na sobě světlou tričku a tmávou bundu .	ma	75	77		má	
4352	Nevidím to přsně , ale myslím si , že holka má na sobě bílé šaty a chlapec ma na sobě světlou tričku a tmávou bundu .	tmávou	103	109		tmavou	
4353	Cítí se dobře , myslím , že žena se směje .						
4354	Nevím , o čem mluví , ale zdá se mi , že to není smutné téma .						
4355	Je na jář nebo v letě ; to vím , protože stromy má lísty a osobí nemají na sobě teplé šaty .	letě	17	21		létě	
4355	Je na jář nebo v letě ; to vím , protože stromy má lísty a osobí nemají na sobě teplé šaty .	lísty	51	56		listy	
4355	Je na jář nebo v letě ; to vím , protože stromy má lísty a osobí nemají na sobě teplé šaty .	osobí	59	64		osoby	
4356	Cílem tohoto textu je diskutovat význám přísloví """" Víc hlav víc ví """" .						
4357	Pokusím si ukazovat , proč to přísloví není pro každou situaci vhodné .						
4358	Příslovo """" Víc hlav víc ví """" znamená , že skupina několik osob je schopna řešit úkoly lepší než jeden člověk sám .						
4359	Samozřejmě je to často pravda .						
4360	Známá díla například z oboru architektury , jako kostely , ukazují , že někdy je spolupráce mnozích nutná , aby něco vynikajícího může byt realizováno .						
4361	Také v vědeckém oboru jsou výsledky bývalých průžek základem , na kterém nová zkoumaní zacínají .	zkoumaní	78	86		zkoumání	
4362	Zároveň bych ale chtěla zdůraznit , že to se nedá řict všeobecně .						
4363	Já si myslím , že v mnoha situacích , například ve firmě , skupinová práce vede k problémům .						
4364	Pravocat spolů s jinými lidmi je na jedné straně časově náročné , na druhé straně výsledky jsou často negativně ovlivěny problémy mezi spoluprácovniky .	Pravocat	0	8		Pracovat	
4365	V těch případech může to byt , že jedna hlava ví víc , alespoň co se týka konečného výsledku .						
4366	Také si myslím , že to přísloví není ve stejné míře pravdivé pro všechny kultury .						
4367	Domnívám se , že existují kulturní rozdíly vzhledem k tomu , jak efektifná je skupinová práce .						
4368	Zkoumat právě tyto rozdíly by bylo zajímavém úkolem pro vědecké zkoumání .						
4369	Všichni známe staré a moudré rčení """" šaty dělají člověka """" .						
4370	Jaký má význam v naší dnešní společnosti ?						
4371	Každopádně by se už o těchto třech slovech dálo filozofovat celou hodinu .	dálo	43	47		dalo	
4372	To si dnes ušetříme , však nelze obejít oznámit , že platnost a význam rčení zásadně záleží na naší představě o tom , co je člověk .						
4373	Člověk totiž není celý člověk včetně všech charakteristik .						
4374	Je to spíš jenom táto součást jedince , která nás v určité situaci zajímá .	táto	17	21		tato	
4375	Tedy každý může rozhodnout sám , jakou prioritu dává šatám .						
4376	Výběr šat je součást komunikace .						
4377	Ve společnosti jsou zafixována pravidla , která definují vliv stylu oblečení .						
4378	Samozřejmě je nevhodné zúčastnit se firemního jednání v trenkách nebo nosit oblek na dovolené na pláži .						
4379	Alo to jsou extrémní případy , které jsou většině lidí celkem jasné .						
4380	Bohužel v byznysu platí často daleko přísnější nepsaná pravidla .						
4381	Tam , kde všichni zaměstnanci jsou donuceni nosit oblek aktuální sezony a každý den kravatu jiné barvy , """" šaty dělají člověka """" už nedává žádný smysl .						
4382	Takové fenomény mají svoji příčinu v skoro kriminálních strategiích výrobců módy , kterým jde výhradně o růst exorbitantního získu .	získu	125	130		zisku	
4383	Takové firmy každých pár měsíců definují nové trendy drahé mody .	mody	59	63		módy	
4384	To je absurdní tvař šat , které dělají člověka .	tvař	15	19		tvář	
4385	Ano - šaty dělají člověka , ale především peníze .						
4386	Dneska být vzdělání je velmi duležité pro život člověka .	duležité	29	37		důležité	
4387	Žiju v Americe a tam bez vysoké školy si těžko seženu pořádnou práci .						
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	Mam	0	3		Mám pár kamarádů	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	par	4	7		Mám pár kamarádů	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	kamarádu	8	16		Mám pár kamarádů	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	nǐch	47	51		nich	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	ted	52	55		teď	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	sliším	60	66		slyším	
4388	Mam par kamarádu které se na to vykašlaly a od nǐch ted jen sliším jak nadavaji na sebe a na rodiče že je tam nedonutily .	nadavaji	71	79		nadávají	
4389	Ve škole se učíme základ , bez kterého je velmi težké pokračuvat dál v životě .	težké	48	53		těžké	
4389	Ve škole se učíme základ , bez kterého je velmi težké pokračuvat dál v životě .	pokračuvat	54	64		pokračovat	
4390	Mužu postavit dům bez základu ale dlouho nevidṙží stát .	Mužu	0	4		Můžu	
4390	Mužu postavit dům bez základu ale dlouho nevidṙží stát .	nevidṙží	41	49		nevydrží	
4391	Přijde bouřka nebo nejaká vážná událost a bude to s cela jasné že tam neco chybí .	nejaká	19	25		nějaká	
4391	Přijde bouřka nebo nejaká vážná událost a bude to s cela jasné že tam neco chybí .	neco	70	74		něco	
4392	Přesne tak je to s tou školou .	Přesne	0	6		Přesně	
4393	Hlavně ted , Když se řítíme do budoucnosti , musime dbát na tom abyse každy učil co nejvíc .	ted	7	10		teď	
4393	Hlavně ted , Když se řítíme do budoucnosti , musime dbát na tom abyse každy učil co nejvíc .	musime	45	51		musíme	
4393	Hlavně ted , Když se řítíme do budoucnosti , musime dbát na tom abyse každy učil co nejvíc .	abyse	64	69		aby se	
4393	Hlavně ted , Když se řítíme do budoucnosti , musime dbát na tom abyse každy učil co nejvíc .	každy	70	75		každý	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	dal	4	7		dál	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	přecházime	16	26		přecházíme	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	zemý	43	47		zemí	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	musime	50	56		musíme	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	lídí	114	118		lidí	
4394	čím dal tím víc přecházime hranice různých zemý a musime umět jiné jazyky , znát nové pravidla , a chápat postoje lídí s kterymi musíme souhlasit .	kterymi	121	128		kterými	
4395	Bez tech informacích se už dnes neobéjdeme a potřebujeme je víc a víc .	tech	4	8		těchto	
4395	Bez tech informacích se už dnes neobéjdeme a potřebujeme je víc a víc .	neobéjdeme	32	42		neobejdeme	
4396	Ve škole se tohle vše naučíme abychom se mohly od života učit dál .						
4397	"""" Šaty dělají člověka . """"						
4398	Tuta věta pochazí z německé knihy .	pochazí	10	17		pochází	
4399	V dnešním času je tuta věta velmí důležitá Aktualně se zabyvají školy a univerzity s tou tematou , jestli začinají s nesením českých školských uniforem .	velmí	28	33		velmi	
4399	V dnešním času je tuta věta velmí důležitá Aktualně se zabyvají školy a univerzity s tou tematou , jestli začinají s nesením českých školských uniforem .	Aktualně	43	51		Aktuálně	
4399	V dnešním času je tuta věta velmí důležitá Aktualně se zabyvají školy a univerzity s tou tematou , jestli začinají s nesením českých školských uniforem .	zabyvají	55	63		zabývají	
4399	V dnešním času je tuta věta velmí důležitá Aktualně se zabyvají školy a univerzity s tou tematou , jestli začinají s nesením českých školských uniforem .	tematou	89	96		tématem	
4399	V dnešním času je tuta věta velmí důležitá Aktualně se zabyvají školy a univerzity s tou tematou , jestli začinají s nesením českých školských uniforem .	začinají	106	114		začínají	
4400	Jeden důvod je , že jsou víc problemy ve třídě mezi dítech , které jsou jíného původu .	problemy	29	37		problémy	
4400	Jeden důvod je , že jsou víc problemy ve třídě mezi dítech , které jsou jíného původu .	jíného	72	78		jiného	
4401	Proto musíme vyvažovat vyhody a nevyhody nesení školských uniforem .	vyhody	23	29		výhody	
4401	Proto musíme vyvažovat vyhody a nevyhody nesení školských uniforem .	nevyhody	32	40		nevýhody	
4402	Nesení školských uniforem je dobré za identifikace s školou nebo univerzitou .						
4403	Naproti tomu je , že ta konkurence s jínymí školami stoupa .	jínymí	37	43		jinými	
4403	Naproti tomu je , že ta konkurence s jínymí školami stoupa .	stoupa	52	58		stoupá	
4404	Taky je problem , že nebohaté rodiny nemají tu možnost si uniformy koupit , protože jsou přílíš drahé .	problem	8	15		problém	
4404	Taky je problem , že nebohaté rodiny nemají tu možnost si uniformy koupit , protože jsou přílíš drahé .	přílíš	89	95		příliš	
4405	Protože všichni nesou tu stejnou uniformu , klesou te problemy ve třídě a ta otazka původu není v pokojí .	problemy	54	62		problémy	
4405	Protože všichni nesou tu stejnou uniformu , klesou te problemy ve třídě a ta otazka původu není v pokojí .	otazka	77	83		otázka	
4405	Protože všichni nesou tu stejnou uniformu , klesou te problemy ve třídě a ta otazka původu není v pokojí .	pokojí	98	104		pokoji	
4406	Ta otazka dá se jenom řešit , když dostanou rodiče statní příspěvek za koupení školských uniforem .	otazka	3	9		otázka	
4406	Ta otazka dá se jenom řešit , když dostanou rodiče statní příspěvek za koupení školských uniforem .	statní	51	57		státní	
4407	Jenom potom je jedna realizace možná .						
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	otazka	24	30		otázka	
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	velmí	36	41		velmi	
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	jednoducha	42	52		jednoduchá	
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	Thaiska	134	141		Thajska	
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	problemy	180	188		problémy	
4408	Na konci myslím , že ta otazka není velmí jednoducha a taky nebude se řešit ve příštích pět let , ale když se podíváme do Anglii nebo Thaiska , vidíme , že je to možná řešit různé problemy , který mají jako temata šaty ve školě nebo na univerzitě .	temata	207	213		témata	
4409	Šaty nosí každý člověk ; buď je ditětem nebo dospělým .	ditětem	32	39		dítětem	
4410	Ale jsou tak důležité pro něho ?						
4411	Ženy dávají větší pozor na šaty než muži .						
4412	Můžou zůstávat ráno ve svém pokoji před skříni a přemýšlet spoustu času , co chtějí mít na sebe během dne .						
4413	Muži jsou klidnější , je nutno pro ně , aby košile byla vyžehlena a ponožky čistými .						
4414	Ale co myslí zaměstnavatel , když uvidí , že jeho sekretářka má modré šáty , zelenou kabelku a hnědé boty s podpadkem , a jeho zaměstnanec má černý oblek ?	šáty	70	74		šaty	
4414	Ale co myslí zaměstnavatel , když uvidí , že jeho sekretářka má modré šáty , zelenou kabelku a hnědé boty s podpadkem , a jeho zaměstnanec má černý oblek ?	podpadkem	108	117		podpatkem	
4415	Nic .						
4416	Pro něho je důležitým , jak úspěšně a intenzivně pracují oba dva , co dělají pro svou firmu , a dokonce přišli dneska včas , nebo pozdně .	pozdně	130	136		pozdě	
4417	Jiná situace je napřiklad v divadle .	napřiklad	16	25		například	
4418	Když muž čeká na svou přitelkyni před dveřmi kolem dvaceti minut , myslí , že přijde krásná , a bude mít krásné oblečení .	přitelkyni	22	32		přítelkyni	
4419	Co muže říct , jestli dlouho očekávana žena příjde v džinech a teniskach ?	muže	3	7		může	
4419	Co muže říct , jestli dlouho očekávana žena příjde v džinech a teniskach ?	očekávana	29	38		očekávaná	
4419	Co muže říct , jestli dlouho očekávana žena příjde v džinech a teniskach ?	příjde	44	50		přijde	
4419	Co muže říct , jestli dlouho očekávana žena příjde v džinech a teniskach ?	džinech	53	60		džínách	
4419	Co muže říct , jestli dlouho očekávana žena příjde v džinech a teniskach ?	teniskach	63	72		teniskách	
4420	Ale myslím , že to je jenom otázka výchovy .						
4421	Nejdůležitým je , co má clověk na duši , jaké vstahy má s lidmi ( kamarádmi , kolegami atd ) , co dělá pro ně .	clověk	24	30		člověk	
4421	Nejdůležitým je , co má clověk na duši , jaké vstahy má s lidmi ( kamarádmi , kolegami atd ) , co dělá pro ně .	vstahy	46	52		vztahy	
4422	Vždycky dívejte na člověka není z hlediska v čem je .						
4423	Víc hlav víc ví .						
4424	Vždy jsem si myslel , že člověk musí řešit všechy úlohy a úkoly , což život nám dává a sám .						
4425	A může to .						
4426	A to tak bylo vždycky a všude .						
4427	Pokud mám problém , musím vyřešít sám .	vyřešít	26	33		vyřešit	
4428	Žadnou pomoci jsem nečekal a nepotřeboval ji .	Žadnou	0	6		Žádnou	
4429	Někdy se zdá , že to vůbec nejde , že se to nedá splnit .						
4430	Ale věřil jsem tehdy , a také věřím i teď , že není všechno tak , jak na první pohled vypadá .						
4431	Ráno se můžeme dívat na věc uplně jinak , jak se na ní dívame v noci .	uplně	28	33		úplně	
4431	Ráno se můžeme dívat na věc uplně jinak , jak se na ní dívame v noci .	dívame	55	61		díváme	
4432	A proto každý problém má svoje řešení , musím ho jenom najít a použít ho .						
4433	Jednou ale ke mě přišel kamarád a poprosil abych mu pomóhl s ročníkovou práci .	pomóhl	52	58		pomohl	
4434	Dělali jsme to spolu celý den a zdálo se nám , že se ta práce neskončí nikdy .						
4435	Ta práce nám davala otázky a ty byly těžké .	davala	13	19		dávala	
4436	To bych sám nikdy ne vyřešil , ne kvůli časy , času jsme měli dost .	ne	18	20		nevyřešil	
4436	To bych sám nikdy ne vyřešil , ne kvůli časy , času jsme měli dost .	vyřešil	21	28		nevyřešil	
4437	Ale udělali jsme to .						
4438	Teď si myslím , že mě ta práce byla dana abych pochopil , že ve společnosti je síla , že víc hlav víc ví .	dana	36	40		dána	
4439	Je to tak .						
4440	A já osobně dodám , že víc hlav víc ví a mohou .						
4441	Víc hlav víc ví - určitě s tímto souhlasím .						
4442	Potvržením je moje zkušenost .	Potvržením	0	10		Potvrzením	
4443	"""" Víc hlav víc ví """" je zaklínadlem team-buildingových cvičení už dlouhou dobu .						
4444	Jeho rostoucí popularitá má však dobré opodstatnění , nahlédneme-li do podrobností vzniku některých nejdůležitějších lidských počinů za posledních přibližně padesát let .	popularitá	14	24		popularita	
4445	Jakožto učebnicový - byť poněkud kýčovitý - příklad uvažme vesmírné programy .						
4446	Během Studené války mezi Spojenými Státy a Sovětským Svazem se kromě závodu v jaderném zbrojení ( dalšího příkladu vynikající týmové spolupráce kolosálních proporcí ) soupeřilo také o prvenství vstupu na Měsíc .	Státy	35	40		státy	
4446	Během Studené války mezi Spojenými Státy a Sovětským Svazem se kromě závodu v jaderném zbrojení ( dalšího příkladu vynikající týmové spolupráce kolosálních proporcí ) soupeřilo také o prvenství vstupu na Měsíc .	Svazem	53	59		svazem	
4447	Tato záležitost , jež se dnes považuje za téměř rutinni , tvořila v té době úkol skoro nadlidský .	rutinni	48	55		rutinní	
4448	Stovky a stovky raketových fyziků , matematiků , programátorů a jiných vědců pod vládním financováním stvořili dílo , které umožnilo několika málo vyvoleným ustanout na satelitní planetce vzdálené tisíce kilometrů od zemského povrchu .						
4449	Za tímto dílem , které už i ve své konečné podobě budilo bezmezný respekt , však stály pravděbodobně miliony pracovních hodin , výpočtů , simulací , analýz a testování , než mohlo být prohlášeno za schopné vykonávat svůj jediný účel .	pravděbodobně	87	100		pravděpodobně	
4450	Je bez pochyb , že cosi podobné by bez koordinace takového množství mentálního výkonu ve prospěch jediného cíle nemohlo vzniknout .						
4451	Jedno je tedy jisté - jedna hlava zvládne mnoho .						
4452	Ale víc hlav dokáže téměř vše .						
4453	Víc hlav víc ví - to je přísloví , které se mužeme setkat ve mnoha jazycích , a to znamená , že to je úplně pravda .	mužeme	44	50		můžeme	
4454	Přísloví - to je koncentrace národní moudrosti , která se sbírají století a žije také dlouho .						
4455	Každy národ má svůj názor , svůj jezykový obraz světa a dává do jazyku to , co příjíma za nejdůležítější .	Každy	0	5		Každý	
4455	Každy národ má svůj názor , svůj jezykový obraz světa a dává do jazyku to , co příjíma za nejdůležítější .	příjíma	79	86		přijímá	
4455	Každy národ má svůj názor , svůj jezykový obraz světa a dává do jazyku to , co příjíma za nejdůležítější .	nejdůležítější	90	104		nejdůležitější	
4456	Například , některé kmeny v Africe mají do 20 odstinu žluté barvy , protože celý rok vidí před sebou poušť , která se mění jenom odstiny jedné barvy .	odstinu	46	53		odstínů	
4456	Například , některé kmeny v Africe mají do 20 odstinu žluté barvy , protože celý rok vidí před sebou poušť , která se mění jenom odstiny jedné barvy .	odstiny	129	136		odstíny	
4457	Myslím , že evropán nikdy neuvídí tolik odstínu žluté kolik vídí beduin .	evropán	12	19		Evropan	
4457	Myslím , že evropán nikdy neuvídí tolik odstínu žluté kolik vídí beduin .	neuvídí	26	33		neuvidí	
4457	Myslím , že evropán nikdy neuvídí tolik odstínu žluté kolik vídí beduin .	vídí	60	64		vidí	
4458	Tak každý národ nevídí celý svět , jenom nějaké strány světa a dává to do jazyka .	nevídí	16	22		nevidí	
4458	Tak každý národ nevídí celý svět , jenom nějaké strány světa a dává to do jazyka .	strány	48	54		stránky	
4459	Ale existují nějaké universalií .	universalií	20	31		universálie	
4460	To znamená , že to je stejné pro většinu lide na světě .						
4461	Myslím , že ty universální věci mají absolutní vyznam a pravdu v realitě .	vyznam	47	53		význam	
4462	Jedna z takových věc je myšlenka o tom , že víc hlav víc ví .						
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	každy	16	21		každý	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	ználosti	73	81		znalosti	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	muže	91	95		může	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	trosku	100	106		trošku	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	jednostráné	107	118		jednostranné	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	muže	146	150		může	
4463	To znamená , že každy člověk má svůj názor , svoje zkušenosti v životě , ználosti , ale to muže být trosku jednostráné , jenom kousíček toho , co muže existovatve světě .	existovatve	151	162		existovat ve	
4464	To není velký problem , když říkame o každodením životě bez komplikováných situací .	problem	14	21		problém	
4464	To není velký problem , když říkame o každodením životě bez komplikováných situací .	říkame	29	35		říkáme	
4464	To není velký problem , když říkame o každodením životě bez komplikováných situací .	každodením	38	48		každodenním	
4464	To není velký problem , když říkame o každodením životě bez komplikováných situací .	komplikováných	60	74		komplikovaných	
4465	Ale někdy potřebujeme najít náročné řešení a nebudeme mít úplně celý obraz té komplikované situace , protože člověčeský mozek nemá schopností vidět úplně vše strány ve stejnemokamžiku .	strány	158	164		strany	
4465	Ale někdy potřebujeme najít náročné řešení a nebudeme mít úplně celý obraz té komplikované situace , protože člověčeský mozek nemá schopností vidět úplně vše strány ve stejnemokamžiku .	stejnemokamžiku	168	183		stejném	
4466	V teto situaci čím víc lide mužou říct svůj názor , tím lépe .	teto	2	6		této	
4466	V teto situaci čím víc lide mužou říct svůj názor , tím lépe .	mužou	28	33		můžou	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	Každy	0	5		Každý	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	přínaší	6	13		přináší	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	kousiček	19	27		kousíček	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	tim	45	48		tím	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	spůsobem	49	57		způsobem	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	muže	58	62		může	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	národit	66	73		narodit	
4467	Každy přínaší svůj kousiček znalostí světa a tim spůsobem muže se národit nějaké společné řešení , ktere bude nejlepším .	ktere	99	104		které	
4468	Víc hlav víc ví .						
4469	V Polsku se stale opakuje názor , že ne šaty dělají člověka .	stale	12	17		stále	
4470	Je o pravda ?						
4471	Co nám mluví o člověku jeho oblečení ?						
4472	Podle mě to jak výpadáme , je moc důležite pro společensky život .	výpadáme	16	24		vypadáme	
4472	Podle mě to jak výpadáme , je moc důležite pro společensky život .	důležite	34	42		důležité	
4473	Za prve , když někoho potkáme , nejdřiv uvídíme jeho oblečení , učes atd .	nejdřiv	32	39		nejdřív	
4473	Za prve , když někoho potkáme , nejdřiv uvídíme jeho oblečení , učes atd .	uvídíme	40	47		uvidíme	
4473	Za prve , když někoho potkáme , nejdřiv uvídíme jeho oblečení , učes atd .	učes	64	68		účes	
4474	Podle toho děláme svůj první názor o tom člověku .						
4475	Muž v obleku a s počitačem ?	počitačem	17	26		počítačem	
4476	Možna byznesman .	Možna	0	5		Možná	
4476	Možna byznesman .	byznesman	6	15		byznysmen	
4477	Kluk v volných kraťasech to asi skejťak .	skejťak	32	39		skejťák	
4478	Černe vlasy a dlouhe černe šaty - ta holka prý posloucha nějakou těžkou rockovou hudbu .	Černe	0	5		Černé	
4478	Černe vlasy a dlouhe černe šaty - ta holka prý posloucha nějakou těžkou rockovou hudbu .	dlouhe	14	20		dlouhé	
4478	Černe vlasy a dlouhe černe šaty - ta holka prý posloucha nějakou těžkou rockovou hudbu .	černe	21	26		černé	
4478	Černe vlasy a dlouhe černe šaty - ta holka prý posloucha nějakou těžkou rockovou hudbu .	posloucha	47	56		poslouchá	
4479	Možna i budeme potom velmi překvapení , když naš """" skejťak """" bude manažerem na dovoleně nebo pán v obleku IT specialistou bežoucím na svatbu kámaráda .	Možna	0	5		Možná	
4479	Možna i budeme potom velmi překvapení , když naš """" skejťak """" bude manažerem na dovoleně nebo pán v obleku IT specialistou bežoucím na svatbu kámaráda .	naš	45	48		náš	
4479	Možna i budeme potom velmi překvapení , když naš """" skejťak """" bude manažerem na dovoleně nebo pán v obleku IT specialistou bežoucím na svatbu kámaráda .	skejťak	51	58		skejťák	
4479	Možna i budeme potom velmi překvapení , když naš """" skejťak """" bude manažerem na dovoleně nebo pán v obleku IT specialistou bežoucím na svatbu kámaráda .	bežoucím	122	130		běžícím	
4479	Možna i budeme potom velmi překvapení , když naš """" skejťak """" bude manažerem na dovoleně nebo pán v obleku IT specialistou bežoucím na svatbu kámaráda .	kámaráda	141	149		kamaráda	
4480	Ale většinou první mýslenka je ta správná .	mýslenka	19	27		myšlenka	
4481	Druha důležita věc je aby vědet jak měly bysme se obleknout podle situaci .	Druha	0	5		Druhá	
4481	Druha důležita věc je aby vědet jak měly bysme se obleknout podle situaci .	důležita	6	14		důležitá	
4481	Druha důležita věc je aby vědet jak měly bysme se obleknout podle situaci .	vědet	26	31		vědět	
4481	Druha důležita věc je aby vědet jak měly bysme se obleknout podle situaci .	obleknout	50	59		obléknout	
4482	Skoro všechní vědí , že do divadla nepůjdeme v žabkach a kratkých šatech , a naopak na plaž v elegantní sukni a košili .	všechní	6	13		všichni	
4482	Skoro všechní vědí , že do divadla nepůjdeme v žabkach a kratkých šatech , a naopak na plaž v elegantní sukni a košili .	žabkach	47	54		žabkách	
4482	Skoro všechní vědí , že do divadla nepůjdeme v žabkach a kratkých šatech , a naopak na plaž v elegantní sukni a košili .	kratkých	57	65		krátkých	
4482	Skoro všechní vědí , že do divadla nepůjdeme v žabkach a kratkých šatech , a naopak na plaž v elegantní sukni a košili .	plaž	87	91		pláž	
4483	Bohužel nekaždy , nejčasteji mladi lídé , ví jak by měli vypadat na interview .	nekaždy	8	15		ne každý	
