Languagetool gets right: 809
Out of: 2136
Accuracy: 0.379

LT correct + ours correct: 673
LT correct + ours incorrect: 136
LT incorrect + ours correct: 761
LT incorrect + ours incorrect: 566

############ Correct by Languagetool, correct by us ##########
orig: perchè 	 correct: perché ours: perché
orig: e 	 languagetool:  	 correct: è ours: è
orig: e 	 languagetool:  	 correct: è ours: è
orig: sopratutto 	 languagetool:  	 correct: soprattutto ours: soprattutto
orig: é 	 languagetool: e 	 correct: è ours: è
orig: Italiana 	 languagetool:  	 correct: italiana ours: italiana
orig: Italiana 	 languagetool:  	 correct: italiana ours: italiana
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: bacio
orig: é 	 languagetool: e 	 correct: è ours: è
orig: volia 	 languagetool: Golia 	 correct: voglia ours: voglia
orig: e 	 languagetool:  	 correct: è ours: è
orig: Novembre 	 languagetool:  	 correct: novembre ours: novembre
orig: cosi 	 languagetool:  	 correct: così ours: così
orig: é 	 languagetool: e 	 correct: è ours: è
orig: conversatione 	 languagetool: conversatine 	 correct: conversazione ours: conversazione

############ Inorrect by Languagetool, incorrect by us ##########
orig: sopprattutto 	 languagetool: soprattutto 	 correct: sopratutto ours: soprattutto
orig: augusto 	 languagetool:  	 correct: agosto ours: Augusto
orig: In 	 languagetool:  	 correct: Inoltre ours: In
orig: oltre 	 languagetool:  	 correct: Inoltre ours: oltre
orig: residenze 	 languagetool:  	 correct: residence ours: residente
orig: Io 	 languagetool:  	 correct: io ours: Io
orig: sovrafollata 	 languagetool: sovraffollata 	 correct: sovraffolata ours: sovraffollato
orig: é 	 languagetool: e 	 correct: è ours: e
orig: Cosí 	 languagetool: Cosi 	 correct: Così ours: Cosa
orig: In 	 languagetool:  	 correct: in ours: In
orig: hote 	 languagetool: Hotel 	 correct: hotel ours: note
orig: peró 	 languagetool: pero 	 correct: però ours: per
orig: peró 	 languagetool: pero 	 correct: però ours: per
orig: Abbiamo 	 languagetool:  	 correct: abbiamo ours: Abbiamo
orig: sovrafollata 	 languagetool: sovraffollata 	 correct: sanaffollata ours: sovraffollato
orig: fará 	 languagetool: Fara 	 correct: farà ours: fare
orig: Sono 	 languagetool:  	 correct: sono ours: Sono
orig: e 	 languagetool:  	 correct: è ours: e
orig: anniunciato 	 languagetool: Annunciato 	 correct: annunciato ours: annunciate
orig: faro 	 languagetool:  	 correct: farò ours: fare
orig: Instituto 	 languagetool: Istituto 	 correct: instituto ours: Istituto
orig: Nellattesa 	 languagetool: Nell attesa 	 correct: Nell' ours: Niellantesi
orig: aitarLa 	 languagetool: Abitarla 	 correct: aiutarLa ours: aiutarla
orig: vorebbe 	 languagetool: vorrebbe 	 correct: . ours: potrebbe
orig: amicinzia 	 languagetool: Amicizia 	 correct: vorrebbe ours: amicizia
orig: esperianza 	 languagetool: Esperanza 	 correct: amicizia ours: esperienza
orig: amicinzia 	 languagetool: Amicizia 	 correct: esperienza ours: amicizia
orig: chatao 	 languagetool: Catai 	 correct: chattavo ours: Chat
orig: nouvo 	 languagetool: novo 	 correct: nuovo ours: nuova
orig: In 	 languagetool:  	 correct: in ours: In
orig: assocazione 	 languagetool: Associazione 	 correct: associazione ours: Associazione
orig: gironata 	 languagetool: Gionata 	 correct: gironata ours: giornata
orig: oggigorni 	 languagetool: Aggiorni 	 correct: oggigiorni ours: soggiorni
orig: Vorrei 	 languagetool:  	 correct: vorrei ours: Vorrei
orig: và 	 languagetool: va 	 correct: va' ours: va
orig: In 	 languagetool:  	 correct: in ours: In
orig: la 	 languagetool:  	 correct: là ours: ma
orig: Eg.Gabriella 	 languagetool:  	 correct: Egr. Gabriella ours: Gabriele
orig: In 	 languagetool:  	 correct: in ours: In
orig: Colgo 	 languagetool:  	 correct: colgo ours: Colgo
orig: Mi 	 languagetool:  	 correct: mi ours: Mi
orig: un 	 languagetool:  	 correct: un' ours: una
orig: un 	 languagetool:  	 correct: un' ours: una
orig: assistante 	 languagetool: Assestante 	 correct: asssitente ours: assistente
orig: cosi 	 languagetool:  	 correct: così ours: cosa
orig: universita 	 languagetool: Università 	 correct: università ours: Università
orig: Scuzi 	 languagetool: Scuci 	 correct: Scusi ours: Scuri
orig: gia 	 languagetool: già 	 correct: già  ours: già
orig: Universita 	 languagetool: Università 	 correct: Università  ours: Università
orig: corriere 	 languagetool:  	 correct: Corriere ours: corriere
orig: corriere 	 languagetool:  	 correct: Corriere ours: corriere
orig: ciacchierare 	 languagetool: chiacchierare 	 correct: chiaccierare ours: chiacchierare
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: faccio
orig: Pero 	 languagetool:  	 correct: Però ours: Pero
orig: cita 	 languagetool:  	 correct: città ours: vita
orig: universita 	 languagetool: Università 	 correct: università ours: Università
orig: su 	 languagetool:  	 correct: sugli ours: se
orig: gli 	 languagetool:  	 correct: sugli ours: gli
orig: comminiciare 	 languagetool: cominciare 	 correct: cominicare ours: cominciare
orig: É 	 languagetool:  	 correct: È ours: D
orig: e 	 languagetool:  	 correct: è ours: e
orig: Una 	 languagetool:  	 correct: una ours: Una
orig: ne 	 languagetool:  	 correct: né ours: se
orig: ne 	 languagetool:  	 correct: né ours: e
orig: quest 	 languagetool:  	 correct: quest' ours: quest
orig: Maggio 	 languagetool:  	 correct: maggio ours: saggio
orig: VOREI 	 languagetool:  	 correct: VORREI ours: RAI
orig: INTERESATA 	 languagetool:  	 correct: INTERESSATA ours: ISTAT
orig: GIOCATOLI 	 languagetool:  	 correct: GIOCATTOLI ours: giocatori
orig: E 	 languagetool:  	 correct: È ours: e
orig: SETIMANA 	 languagetool:  	 correct: SETTIMANA ours: settimana
orig: CERA 	 languagetool:  	 correct: C'ERA ours: Era
orig: PIU 	 languagetool:  	 correct: PIÙ ours: PC
orig: GIA 	 languagetool:  	 correct: GIÀ ours: IVA
orig: SCRITO 	 languagetool:  	 correct: SCRITTO ours: sito
orig: ATESA 	 languagetool:  	 correct: ATTESA ours: ANSA
orig: INDIRIZIO 	 languagetool:  	 correct: INDIRIZZO ours: indirizzo
orig: SCRITO 	 languagetool:  	 correct: SCRITTO ours: sito
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: adderirme 	 languagetool: Aderire 	 correct: aderirme ours: aderire
orig: Anché 	 languagetool: Anche 	 correct: anche ours: Anche
orig: de 	 languagetool:  	 correct: della ours: e
orig: la 	 languagetool:  	 correct: della ours: la
orig: lago 	 languagetool:  	 correct: Lago ours: lago
orig: Residence 	 languagetool:  	 correct: residence ours: residente
orig: po 	 languagetool:  	 correct: po' ours: po
orig: li 	 languagetool:  	 correct: lì ours: di
orig: Hai 	 languagetool:  	 correct: hai ours: Hai
orig: de 	 languagetool:  	 correct: della ours: e
orig: la 	 languagetool:  	 correct: della ours: la
orig: quele 	 languagetool: QUELL 	 correct: quelle ours: quel
orig: Alla 	 languagetool:  	 correct: All' ours: Alla
orig: alla 	 languagetool:  	 correct: all' ours: all
orig: in 	 languagetool:  	 correct: insieme ours: in
orig: sieme 	 languagetool:  	 correct: insieme ours: siede
orig: Pur 	 languagetool:  	 correct: Purtroppo ours: Pure
orig: troppo 	 languagetool:  	 correct: Purtroppo ours: troppo
orig: e 	 languagetool:  	 correct: è ours: e
orig: part-taime 	 languagetool: partitale 	 correct: time ours: Partitine
orig: ofrire 	 languagetool: Offrire 	 correct: offrire ours: aprire
orig: lunedi 	 languagetool: lunedì 	 correct: lunedi ours: lunedì
orig: è 	 languagetool:  	 correct: e ours: a
orig: bum 	 languagetool: bue 	 correct: boom ours: bug
orig: pezzeto 	 languagetool: pezzato 	 correct: pezzetto ours: pezzo
orig: asieme 	 languagetool: Assieme 	 correct: assieme ours: insieme
orig: tràpoco 	 languagetool: tampoco 	 correct: tra poco ours: poco
orig: all 	 languagetool:  	 correct: l' ours: al
orig: Residente 	 languagetool:  	 correct: Residence ours: residence
orig: perche 	 languagetool: perché 	 correct: percé ours: perché
orig: perche 	 languagetool: perché 	 correct: perchè ours: perché
orig: e 	 languagetool:  	 correct: è ours: ex
orig: sovraffolata 	 languagetool: sovraffollata 	 correct: sovraffolata ours: sovraffollato
orig: interesate 	 languagetool: Interessate 	 correct: interessate ours: interessante
orig: pottete 	 languagetool: fottete 	 correct: potete ours: potrete
orig: Al 	 languagetool:  	 correct: All' ours: L
orig: Quest 	 languagetool:  	 correct: Quest' ours: Questa
orig: e 	 languagetool:  	 correct: è ours: o
orig: assumeró 	 languagetool: Assumerò 	 correct: assumerò ours: assumerà
orig: é 	 languagetool: e 	 correct: è ours: e
orig: a 	 languagetool:  	 correct: all' ours: al
orig: l' 	 languagetool:  	 correct: all' ours: l'
orig: dela 	 languagetool: DELL 	 correct: della ours: del
orig: reparazzione 	 languagetool: preparazione 	 correct: re(i)parazione ours: preparazione
orig: ralta 	 languagetool: Alta 	 correct: realtà ours: alta
orig: assomiliano 	 languagetool: Assomigliano 	 correct: assomigliano ours: assimilano
orig: po 	 languagetool:  	 correct: po' ours: poi
orig: Prima 	 languagetool:  	 correct: prima ours: Prima
orig: matrimogno 	 languagetool: matrimoni 	 correct: matrimonio ours: patrimonio
orig: invitazzione 	 languagetool: Incitazione 	 correct: invitazione ours: indicazione
orig: In 	 languagetool:  	 correct: Inoltre ours: In
orig: oltre 	 languagetool:  	 correct: Inoltre ours: oltre
orig: Quando 	 languagetool:  	 correct: quando ours: Quando
orig: INNAZI 	 languagetool:  	 correct: INNANZI ours: Inni
orig: Tua 	 languagetool:  	 correct: tua ours: sua
orig: BACCI- 	 languagetool:  	 correct: Baci ours: ASCII
orig: Graciè 	 languagetool: Graie 	 correct: Grazie ours: Grecia
orig: goia 	 languagetool: Golia 	 correct: gioia ours: noia
orig: resivuto 	 languagetool: residuato 	 correct: ricevuto ours: residuo
orig: Siamo 	 languagetool:  	 correct: siamo ours: Siamo
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: Congratulazioni 	 languagetool:  	 correct: congratulazioni ours: Congratulazioni
orig: Molti 	 languagetool:  	 correct: molti ours: Molte
orig: É 	 languagetool:  	 correct: È ours: D
orig: compare 	 languagetool:  	 correct: comprare ours: Comprare
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: Vi 	 languagetool:  	 correct: vi ours: Vi
orig: pò 	 languagetool: Po 	 correct: po' ours: po
orig: Vengo 	 languagetool:  	 correct: vengo ours: Vendo
orig: Tanti 	 languagetool:  	 correct: tanti auguri ours: tanti
orig: Auguri 	 languagetool:  	 correct: tanti auguri ours: auguri
orig: Tanti 	 languagetool:  	 correct: tanti auguri ours: tanti
orig: Auguri 	 languagetool:  	 correct: tanti auguri ours: auguri
orig: molti 	 languagetool:  	 correct: Molti ours: Molto
orig: andró 	 languagetool: Andro 	 correct: andrò ours: andrà
orig: Abbracci 	 languagetool:  	 correct: abbracci ours: Abbracci
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: pó 	 languagetool: Po 	 correct: po' ours: po
orig: pó 	 languagetool: Po 	 correct: po' ours: po
orig: Invio 	 languagetool:  	 correct: invio ours: Invia
orig: é 	 languagetool: e 	 correct: è ours: a
orig: abbraciati 	 languagetool: Abbracciati 	 correct: abbracciati ours: abbracciate
orig: Amichi 	 languagetool:  	 correct: amici ours: Amici
orig: recevuto 	 languagetool: receduto 	 correct: . ours: ricevuto
orig: cari 	 languagetool:  	 correct: Cari ours: Pari
orig: universitá 	 languagetool: Università 	 correct: univeristà ours: Università
orig: soridendo 	 languagetool: sorridendo 	 correct: dell' ours: scrivendo
orig: potro 	 languagetool: potrò 	 correct: sorridendo ours: potrà
orig: dificile 	 languagetool: difficile 	 correct: potrò ours: difficile
orig: téléfonarti 	 languagetool: telefonarti 	 correct: difficile ours: telefonarci
orig: bacci 	 languagetool: Baccio 	 correct: telefonarti ours: baci
orig: Ho 	 languagetool:  	 correct: ho ours: Io
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: . 	 languagetool: . 	 correct: , ours: L
orig: Gratulazio 	 languagetool: Vitulazio 	 correct: gratulazio ours: Granulati
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: vinire 	 languagetool: finire 	 correct: venire ours: finire
orig: É 	 languagetool:  	 correct: È ours: D
orig: É 	 languagetool:  	 correct: È ours: D
orig: é 	 languagetool: e 	 correct: è ours: e
orig: Il 	 languagetool:  	 correct: il ours: Il
orig: Italiano 	 languagetool:  	 correct: Italiano ours: italiano
orig: li 	 languagetool:  	 correct: lì ours: di
orig: pò 	 languagetool: Po 	 correct: po' ours: po
orig: volintario 	 languagetool: volontario 	 correct: voluntario ours: volontario
orig: regolarvi 	 languagetool:  	 correct: regalarvi ours: regolarvi
orig: al' 	 languagetool:  	 correct: all' ours: al
orig: Grazie 	 languagetool:  	 correct: grazie ours: Grazie
orig: Anchè 	 languagetool: Anche 	 correct: anche ours: Anche
orig: Sono 	 languagetool:  	 correct: sono ours: Sono
orig: Mà 	 languagetool: Ma 	 correct: ma ours: Ma
orig: Prima 	 languagetool:  	 correct: prima ours: Prima
orig: Noci 	 languagetool:  	 correct: noci ours: voci
orig: E 	 languagetool:  	 correct: È ours: E
orig: E 	 languagetool:  	 correct: È ours: E
orig: Spero 	 languagetool:  	 correct: spero ours: Spero
orig: interressono 	 languagetool: Interessano 	 correct: interessono ours: interessano
orig: Augosto 	 languagetool: Agosto 	 correct: agosto ours: Agosto
orig: Cosí 	 languagetool: Cosi 	 correct: Così ours: Cosa
orig: natale 	 languagetool:  	 correct: Natale ours: natale
orig: Caro 	 languagetool:  	 correct: caro ours: Caro
orig: Signore 	 languagetool:  	 correct: . ours: signor
orig: In 	 languagetool:  	 correct: in ours: In
orig: apena 	 languagetool: Amena 	 correct: appena ours: Appena
orig: Università 	 languagetool:  	 correct: università ours: Università
orig: CUCCINARE 	 languagetool:  	 correct: CUCINARE ours: Cucinare
orig: Cosí 	 languagetool: Cosi 	 correct: Così ours: cosa
orig: Italiana 	 languagetool:  	 correct: italiana ours: Italiana
orig: Sono 	 languagetool:  	 correct: sono ours: Sono
orig: Felicitazioni 	 languagetool:  	 correct: felicitazioni ours: Felicitazioni
orig: Grazie 	 languagetool:  	 correct: grazie ours: Grazie
orig: pò 	 languagetool: Po 	 correct: po' ours: po
orig: Sono 	 languagetool:  	 correct: sono ours: Sono
orig: pò 	 languagetool: Po 	 correct: po' ours: po
orig: /Grazie 	 languagetool:  	 correct: grazie ours: Grazie
orig: po 	 languagetool:  	 correct: po' ours: po
orig: Congratulazione 	 languagetool:  	 correct: congratulazione ours: Congratulazioni
orig: secura 	 languagetool: scura 	 correct: sicura ours: sicuro
orig: Congratulazione 	 languagetool:  	 correct: congratulazione ours: Congratulazioni
orig: e 	 languagetool:  	 correct: È ours: è
orig: sára 	 languagetool: Sara 	 correct: sarà ours: sera
orig: Carro 	 languagetool:  	 correct: Caro ours: Carlo
orig: Cara 	 languagetool:  	 correct: cara ours: Sara
orig: Il 	 languagetool:  	 correct: il ours: Il
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: Novembre 	 languagetool:  	 correct: novembre ours: Novembre
orig: santa 	 languagetool:  	 correct: Santa ours: santa
orig: chiara 	 languagetool:  	 correct: Chiara ours: chiara
orig: Forze 	 languagetool:  	 correct: Forse ours: Forze
orig: belissimo 	 languagetool: belassimo 	 correct: bellissimo ours: Benissimo
orig: euphorica 	 languagetool: Euforica 	 correct: euforico ours: Euforico
orig: puo 	 languagetool: può 	 correct: può  ours: può
orig: L' 	 languagetool:  	 correct: l' ours: La
orig: coneguentemente 	 languagetool: conseguentemente 	 correct:  conseguentemente ours: conseguentemente
orig: Ottobre 	 languagetool:  	 correct: ottobre ours: Ottobre
orig: Siccome 	 languagetool:  	 correct: siccome ours: Siccome
orig: po 	 languagetool:  	 correct: po' ours: po
orig: DA 	 languagetool: Dà 	 correct: DÀ ours: da
orig: ETERNÀ 	 languagetool:  	 correct: ETERNA ours: Eterna
orig: annurciarsi 	 languagetool: Annunciarsi 	 correct: annunciarsi ours: annunciarvi
orig: Appena 	 languagetool:  	 correct: appena ours: Appena
orig: amessi 	 languagetool: Amassi 	 correct: ammessi ours: messi
orig: Ho 	 languagetool:  	 correct: ho ours: Ho
orig: Signor 	 languagetool:  	 correct: signor ours: signore
orig: Cosi 	 languagetool:  	 correct: Così ours: Cosa
orig: cosi 	 languagetool:  	 correct: così ours: cosa
orig: affetusamente 	 languagetool: affettuosamente 	 correct: affettu(o)samente ours: affettuosamente
orig: abracciamo 	 languagetool: Abbracciamo 	 correct: abbracciamo  ours: abbracciamo
orig: risquieste 	 languagetool: discuteste 	 correct: ri(s)chieste ours: richieste
orig: dite 	 languagetool:  	 correct: ditte ours: dita
orig: Pero 	 languagetool:  	 correct: Però ours: Pero
orig: dell' 	 languagetool:  	 correct: del ours: dell'
orig: Cosi 	 languagetool:  	 correct: Così ours: Cosa
orig: Nell' 	 languagetool:  	 correct: nel ours: Nell'
orig: cerceranno 	 languagetool: berceranno 	 correct: cerc(a)vano ours: cercheranno
orig: Lavorarai 	 languagetool: Lavorarci 	 correct: lavorerai ours: Lavorarci
orig: articulo 	 languagetool: Articolo 	 correct: articolo ours: articoli
orig: de 	 languagetool:  	 correct: dell' ours: e
orig: l' 	 languagetool:  	 correct: dell' ours: l'
orig: Si 	 languagetool:  	 correct: Sì ours: Si
orig: fra 	 languagetool:  	 correct: frattempo ours: far
orig: tempo 	 languagetool:  	 correct: frattempo ours: tempo
orig: fra 	 languagetool:  	 correct: frattempo ours: era
orig: tempo 	 languagetool:  	 correct: frattempo ours: tempo
orig: guiste 	 languagetool: giuste 	 correct: giuste  ours: giuste
orig: E 	 languagetool:  	 correct: È ours: E
orig: Avete 	 languagetool:  	 correct: avete ours: Avete
orig: raccommandarti 	 languagetool: raccomandarti 	 correct: racomandarti ours: raccomandati
orig: perchèposso 	 languagetool: percepisco 	 correct: perché ours: percorso
orig: Monstrero 	 languagetool: Mostrerò 	 correct: Mo(n)strerò ours: Mostrerà
orig: É 	 languagetool:  	 correct: È ours: D
orig: Pero 	 languagetool:  	 correct: Però ours: Ero
orig: perodevi 	 languagetool: Erodevi 	 correct: però ours: perdevi
orig: Si 	 languagetool:  	 correct: Sì ours: Si
orig: à 	 languagetool: a 	 correct: all' ours: e
orig: l' 	 languagetool:  	 correct: all' ours: l'
orig: podi 	 languagetool:  	 correct: po' ours: poi
orig: po 	 languagetool:  	 correct: po' ours: po
orig: Cosi 	 languagetool:  	 correct: Così ours: Cosa
orig: po 	 languagetool:  	 correct: po' ours: po
orig: àpresto 	 languagetool: Agresto 	 correct: a ours: presto
orig: po 	 languagetool:  	 correct: po' ours: po
orig: po 	 languagetool:  	 correct: po' ours: po
orig: po 	 languagetool:  	 correct: po' ours: po
orig: cosi 	 languagetool:  	 correct: cosi ours: così
orig: à 	 languagetool: a 	 correct: all' ours: e
orig: l 	 languagetool:  	 correct: all' ours: l'
orig: Que 	 languagetool: UE 	 correct: Che ours: Qui
orig: d' 	 languagetool:  	 correct: dappertutto ours: l'
orig: dità 	 languagetool: dita 	 correct: ditta ours: dita
orig: cudeva 	 languagetool: cadeva 	 correct: chiudeva ours: vedeva
orig: dità 	 languagetool: dita 	 correct: ditta ours: dita
orig: Cosi 	 languagetool:  	 correct: Così ours: Cosa
orig: autuno 	 languagetool: Autunno 	 correct: autunno ours: futuro
orig: Albergo 	 languagetool:  	 correct: abergo ours: albergo
orig: A 	 languagetool:  	 correct: Adesso ours: A
orig: desso 	 languagetool:  	 correct: Adesso ours: adesso
orig: All 	 languagetool:  	 correct: All' ours: All
orig: e 	 languagetool:  	 correct: è ours: e
orig: all 	 languagetool:  	 correct: al ours: alle
orig: All 	 languagetool:  	 correct: Al ours: All
orig: inseguito 	 languagetool:  	 correct: in seguito ours: Inseguito
orig: Li 	 languagetool:  	 correct: Lì ours: Li
orig: cerci 	 languagetool:  	 correct: cerchi ours: cerco
orig: ecetera 	 languagetool: Eccetera 	 correct: eccetera ours: estera
orig: Un' 	 languagetool:  	 correct: Un amico ours: Un
orig: materità 	 languagetool: materia 	 correct: maturità ours: materia
orig: é 	 languagetool: e 	 correct: è ours: e
orig: li 	 languagetool:  	 correct: lì ours: si
orig: a 	 languagetool:  	 correct: adesso ours: è
orig: chomincare 	 languagetool: cominciare 	 correct:  cominciare ours: cominciare
orig: Salutti 	 languagetool: Salotti 	 correct: saluti ours: Saluti
orig: E 	 languagetool:  	 correct: È ours: E
orig: COMINCARE 	 languagetool:  	 correct: COMINCIARE ours: CNR
orig: In 	 languagetool:  	 correct: in ours: In
orig: qalalcuno 	 languagetool: qualcuno 	 correct: qualche ours: Qualcuno
orig: IFORMATIONE 	 languagetool:  	 correct: INFORMAZIONE ours: formatone
orig: PIU 	 languagetool:  	 correct: PIÙ ours: PDF
orig: . 	 languagetool:  	 correct: ? ours: D
orig: dita 	 languagetool:  	 correct: ditta ours: vita
orig: preferici 	 languagetool: preferii 	 correct: preferisci ours: preferiti
orig: apresto 	 languagetool: Agresto 	 correct: A ours: Presto
orig: e 	 languagetool:  	 correct: è ours: A
orig: , 	 languagetool:  	 correct: ? ours: D
orig: e 	 languagetool:  	 correct: è ours: È
orig: , 	 languagetool:  	 correct: ? ours: C
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: POMERIGIO 	 languagetool:  	 correct:  POMERIGGIO ours: pomeriggio
orig: TALIANDESE 	 languagetool:  	 correct: TAILANDESE ours: AIDS
orig: CITTA 	 languagetool:  	 correct: CITTÀ ours: CIO
orig: PERCHE 	 languagetool:  	 correct: PERCHÉ ours: perché
orig: cita 	 languagetool:  	 correct: città ours: dita
orig: Grazie 	 languagetool:  	 correct: grazie ours: Grazie
orig: Grazie 	 languagetool:  	 correct: grazie ours: Grazie
orig: voui 	 languagetool: voci 	 correct: vuoi ours: Vuoi
orig: , 	 languagetool:  	 correct: ? ours: D
orig: Pero 	 languagetool:  	 correct: Però ours: Pero
orig: Barciono 	 languagetool: Arcigno 	 correct: Bacione ours: Bariano
orig: perchè 	 languagetool: perché 	 correct: peché ours: Perché
orig: E 	 languagetool:  	 correct: È ours: E
orig: MARTEDI 	 languagetool:  	 correct: MARTEDÌ ours: Arte
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: Bacio
orig: Li 	 languagetool:  	 correct: Lì ours: Li
orig: voui 	 languagetool: voci 	 correct: vuoi  ours: vuoi
orig: atessa 	 languagetool: Atessa 	 correct: attesa ours: Stessa
orig: Come 	 languagetool:  	 correct: come ours: Come
orig: Bono 	 languagetool:  	 correct: Buono ours: Bonn
orig: in 	 languagetool:  	 correct: incontrarvi ours: il
orig: contrarvi 	 languagetool:  	 correct: incontrarvi ours: contrari
orig: Come 	 languagetool:  	 correct: come ours: Come
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: Bacio
orig: dità 	 languagetool: dita 	 correct: ditta ours: dita
orig: bacci 	 languagetool: Baccio 	 correct: baci ours: Baci
orig: BACCIONI 	 languagetool:  	 correct: BACIONI ours: bacioni
orig: MILE 	 languagetool:  	 correct: MILLE ours: PIL
orig: PIÚ 	 languagetool:  	 correct: PIÙ ours: PDF
orig: piacce 	 languagetool: diacce 	 correct: piace ours: Piace
orig: Ĕ 	 languagetool:  	 correct: È ours: D
orig: Oggi 	 languagetool:  	 correct: oggi ours: Oggi
orig: giovedi 	 languagetool: giovedì 	 correct: giovedÌ ours: giovedì
orig: Mo 	 languagetool:  	 correct: Ma ours: Io
orig: tio 	 languagetool: Aio 	 correct: tua ours: tuo
orig: Setimane 	 languagetool: Settimane 	 correct: settimane ours: Settimane
orig: tuto 	 languagetool: Auto 	 correct: tutto ours: Tutto
orig: di 	 languagetool:  	 correct: ti ours: mi
orig: cosi 	 languagetool:  	 correct: così ours: cosa
orig: pui 	 languagetool: PCI 	 correct: più ours: può
orig: al 	 languagetool:  	 correct: all' ours: ad
orig: Bona 	 languagetool:  	 correct: Buona ours: Bona
orig: cosi 	 languagetool:  	 correct: così ours: cosa
orig: un 	 languagetool:  	 correct: un' ours: un
orig: É 	 languagetool:  	 correct: È ours: D
orig: perquè 	 languagetool: serque 	 correct: perché ours: serqua
orig: al 	 languagetool:  	 correct: all' ours: a
orig: giovedi 	 languagetool: giovedì 	 correct: giovedi ours: giovedì
orig: di 	 languagetool:  	 correct: della ours: di
orig: la 	 languagetool:  	 correct: della ours: La
orig: e 	 languagetool:  	 correct: è ours: È
orig: é 	 languagetool: e 	 correct: è ours: È
orig: giuglio 	 languagetool: Giulio 	 correct: luglio ours: giugno
orig: horribile 	 languagetool: Orribile 	 correct: orribile ours: terribile
orig: PICOLLA 	 languagetool:  	 correct: PICCOLA ours: Nicola
orig: E 	 languagetool:  	 correct: È ours: E
orig: GIOVEDI 	 languagetool:  	 correct: GIOVEDÌ ours: giovedì
orig: ocupato 	 languagetool: Occupato 	 correct: occupato ours: Occupato
orig: giovedi 	 languagetool: giovedì 	 correct: giovedì  ours: giovedì
orig: Scuzo 	 languagetool: Scudo 	 correct: Scuso ours: Scuro
orig: CUCCINA 	 languagetool:  	 correct: CUCINA ours: CNA
orig: BACCI 	 languagetool:  	 correct: BACI ours: ICI
orig: ABRACI 	 languagetool:  	 correct: ABBRACCI ours: RAI
orig: asspetiamo 	 languagetool: Assetiamo 	 correct: aspettiamo ours: Aspettiamo
orig: Scrivi 	 languagetool:  	 correct: Scrivimi ours: Scrivo
orig: mi 	 languagetool:  	 correct: Scrivimi ours: ma
orig: perce 	 languagetool: Perca 	 correct: perché ours: pesce
orig: Giovedì 	 languagetool:  	 correct: giovedi ours: giovedì
orig: Et 	 languagetool:  	 correct: E ours: Et
orig: maese 	 languagetool: malese 	 correct: mese ours: paese
orig: cerci 	 languagetool:  	 correct: cerchi ours: cerca
orig: voi 	 languagetool:  	 correct: vuoi ours: Poi
orig: Quando 	 languagetool:  	 correct: quando ours: quanto
orig: Come 	 languagetool:  	 correct: come ours: Come
orig: Bacioni 	 languagetool:  	 correct: Bacioni ours: Bacione
orig: À 	 languagetool:  	 correct: A ours: D
orig: Come 	 languagetool:  	 correct: come ours: Come
orig: Vado 	 languagetool:  	 correct: vado ours: Vada
orig: é 	 languagetool: e 	 correct: è ours: e
orig: é 	 languagetool: e 	 correct: è ours: e
orig: COSI 	 languagetool:  	 correct: COSÌ ours: Cosi
orig: SCRIVERO 	 languagetool:  	 correct: SCRIVERÒ ours: scrivere
orig: COSI 	 languagetool:  	 correct: COSÌ ours: cosi
orig: GIA 	 languagetool:  	 correct: GIÀ ours: IVA
orig: PROPIO 	 languagetool:  	 correct: PROPRIO ours: CIO
orig: POSIAMO 	 languagetool:  	 correct: POSSIAMO ours: Osimo
orig: Come 	 languagetool:  	 correct: come ours: Come
orig: quatro 	 languagetool: quadro 	 correct: quattro ours: quarto
orig: é 	 languagetool: e 	 correct: è ours: e
orig: baccio 	 languagetool: Baccio 	 correct: bacio ours: Bacio
orig: Non 	 languagetool:  	 correct: non ours: Non
orig: É 	 languagetool:  	 correct: È ours: C
orig: al' 	 languagetool:  	 correct: all'estate ours: al
orig: estate 	 languagetool:  	 correct: all'estate ours: state
orig: Cari 	 languagetool:  	 correct: cari ours: Caro
orig: Io 	 languagetool:  	 correct: io ours: Io
orig: Cosi 	 languagetool:  	 correct: Così ours: Cosa
orig: menomale 	 languagetool: Menomale 	 correct: meno male ours: menomale
