	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
1869	Dunque , tengo tempo libero per visitare la cittá , i monumenti , le chiese dove si puó vedere bellissime cose di Leonardo di Vinci a Botticelli .	puó	84	87	può	può	y	['può', 'Po', 'duo', 'pio', 'po', 'pro', 'pub', 'puoi', 'pupo', 'pur', 'puro', 'pus', 'quo', 'suo', 'tuo']
1870	Ci vediamo , per ci racontare cosa ho fatto .	racontare	20	29	raccontare	raccontare	y	['raccontare', 'ricontare']
1871	Un baccio , a presto Maria	baccio	3	9	bacio	bacio	y	['Baccio', 'bacchio', 'bacchiò', 'bacco', 'bacio', 'baciò', 'boccio', 'bocciò', 'braccio', 'bracciò', 'buccio', 'caccio', 'cacciò', 'faccio', 'laccio', 'saccio', 'taccio', 'tacciò', 'Accia', 'Ajaccio', 'Ascio', 'Asciò', 'Baceno', 'Barcis', 'Barzio', 'Basicò', 'Ciccio', 'Dacio', 'Duccio', 'Guccio', 'Omaccio', 'accia', 'ascio', 'asciò', 'bacaci', 'bacai', 'bacalo', 'bacano', 'bacato', 'bacavo', 'bacca', 'baccano', 'bacche', 'baccheo', 'bacchi', 'bacchia', 'bacchico', 'bacchino', 'bacerò', 'bachi', 'bachino', 'baci', 'bacia', 'bacie', 'bacino', 'baco', 'bacolo', 'bacucco', 'baculo', 'bacò', 'baglio', 'baio', 'banco', 'bangio', 'barbio', 'barceo', 'barco', 'barico', 'bario', 'baroccio', 'basco', 'basico', 'batocio', 'beccaio', 'becco', 'beccò', 'bercio', 'berciò', 'biacco', 'biscio', 'bocci', 'boccia', 'boccino', 'bracci', 'braccia', 'braccino', 'bracco', 'braccò', 'broccio', 'brucio', 'bruciò', 'buccia', 'buccino', 'buccinò', 'cacchio', 'cacci', 'caccia', 'caccino', 'cacciù', 'cacio', 'calcio', 'calciò', 'cascio', 'coccio', 'cuccio', 'cucciò', 'dacci', 'dacico', 'facci', 'faccia', 'faccino', 'falcio', 'falciò', 'fascio', 'fasciò', 'gancio', 'giaccio', 'goccio', 'gocciò', 'lacci', 'laccia', 'lacco', 'laccò', 'lancio', 'lanciò', 'lascio', 'lasciò', 'leccio', 'liccio', 'luccio', 'macchio', 'macchiò', 'marcio', 'marciò', 'moccio', 'noccio', 'omaccio', 'pacco', 'piaccio', 'racco', 'raccò', 'rachio', 'rancio', 'riccio', 'sacco', 'sboccio', 'sbocciò', 'sbraccio', 'sbracciò', 'sbuccio', 'sbucciò', 'scaccio', 'scacciò', 'sfaccio', 'slaccio', 'slacciò', 'spaccio', 'spacciò', 'staccio', 'stacciò', 'succio', 'succiò', 'tacci', 'taccia', 'taccino', 'tacco', 'traccio', 'tracciò', 'vaccaio', 'vacci', 'vaccino', 'vaccinò']
1872	é credimo non é facile , di imparar italiano .	é	0	1	E	E	y	['e', 'è']
1873	é credimo non é facile , di imparar italiano .	é	14	15	è	è	y	['e', 'è']
1874	quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	quando	0	6	Quando	Quando	y	['Quando']
1875	quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	e	14	15	è	è	y	[]
1876	quando non c' e lezione , faccio un giro nel centro di Città X.ci sono tante belle cose da vedere .	X.ci	61	65	ci	X. Ci	n	[]
1877	Vi abracio Maria	abracio	3	10	abbraccio	abbraccio	y	['Abramio', 'sbracio', 'sbraciò']
1878	Caro Pietro e Anna Sabato 13 Sept Io partito al scuola di città X per apprendo la lingue d' italianno .	italianno	92	101	italiano	italiano	y	['Italiano', 'italiano', 'itali anno']
1879	La lingue é molto difficile , L' insegnante é seriosa , ponctuale .	é	10	11	è	è	y	['e', 'è']
1880	La lingue é molto difficile , L' insegnante é seriosa , ponctuale .	é	44	45	e	è	n	['e', 'è']
1881	é tempo libro fatto una revisioné .	é	0	1	A	E	n	['e', 'è']
1882	é tempo libro fatto una revisioné .	revisioné	24	33	revisione	revisione	y	['revisione', 'previsione', 'recisione', 'revisiona', 'revisioni', 'revisiono', 'revisionò']
1883	Care Julia e Caroline 12 Jennaio io sono in Città X per apprendere l' Italiano .	Jennaio	25	32	gennaio	Gennaio	n	['Gennaio']
1884	Care Julia e Caroline 12 Jennaio io sono in Città X per apprendere l' Italiano .	Italiano	70	78	italiano	italiano	y	[]
1885	Da citta é grande e bella mi piacerebbe abitare qui .	citta	3	8	città	città	y	['città', 'bitta', 'cinta', 'cista', 'cita', 'citata', 'cotta', 'ditta', 'fitta', 'gitta', 'pitta', 'ritta', 'vitta', 'zitta']
1886	Da citta é grande e bella mi piacerebbe abitare qui .	é	9	10	è	è	y	['e', 'è']
1887	L' insegnante é gentile Il tempo libero vado visitare un muséo , dove al cinema .	é	14	15	è	è	y	['e', 'è']
1888	L' insegnante é gentile Il tempo libero vado visitare un muséo , dove al cinema .	muséo	57	62	museo	museo	y	['museo', 'musco', 'muse', 'musei', 'muso', 'musso', 'mussò']
1889	Martedi dodici gennaio 2010 Care Fabiena , Sophia .	Martedi	0	7	Martedì	Martedì	y	['Martedì', 'Mar tedi', 'Marte di']
1890	un' amica de mio lavoro é partita con me , per vedere sua famiglia .	un'	0	3	Un	Un	y	[]
1891	un' amica de mio lavoro é partita con me , per vedere sua famiglia .	amica	4	9	amici	Un	n	[]
1892	un' amica de mio lavoro é partita con me , per vedere sua famiglia .	é	24	25	a	è	n	['e', 'è']
1893	Mangio molto bene , ma preferisco la pizza al quatro formaggi e il tiramisu .	quatro	46	52	quattro	quattro	y	['quadro', 'quadrò', 'quarto', 'quatto', 'quattro']
1894	La gente e molto gentile .	e	9	10	è	è	y	[]
1895	Durante il mio tempo libere vado a visitare la città , e faccio i negozzi con mia amicca .	negozzi	66	73	negozi	negozi	y	['negozi', 'ne gozzi']
1896	Durante il mio tempo libere vado a visitare la città , e faccio i negozzi con mia amicca .	amicca	82	88	amica	amica	y	['Amica', 'Ammicca', 'Micca', 'amica', 'ammicca']
1897	Cari luisa , Carlo .	luisa	5	10	Luisa	Luisa	y	['Luisa', 'Lusia', 'guisa', 'lisa', 'lussa', 'lui sa', 'Elisa', 'Eloisa', 'Elusa', 'Isa', 'Laila', 'Lasa', 'Leila', 'Lia', 'Lina', 'Loira', 'Luana', 'Luca', 'Lucca', 'Lucia', 'Luigia', 'Luino', 'Luisago', 'Lula', 'Luras', 'Misa', 'Pisa', 'Uosa', 'Usa', 'blusa', 'buia', 'bussa', 'duina', 'elisa', 'elusa', 'fluida', 'fluirà', 'fluisca', 'fluita', 'fluiva', 'frisa', 'fusa', 'ghisa', 'guida', 'guise', 'laica', 'laida', 'lassa', 'lesa', 'lessa', 'liba', 'lima', 'lira', 'lisca', 'lise', 'lisi', 'liso', 'lissa', 'lista', 'lita', 'loia', 'lucida', 'lucila', 'lucina', 'lucra', 'ludica', 'lui', 'luigi', 'luna', 'lunga', 'lupa', 'lupina', 'lurida', 'lusca', 'lussai', 'lussar', 'lussi', 'lusso', 'lussò', 'lutea', 'musa', 'mussa', 'pulsa', 'risa', 'riusa', 'russa', 'suina', 'suissa', 'suita', 'susa', 'svisa', 'tuia', 'uliva', 'uosa', 'usa', 'Visa']
1898	Mia insegnante se chiama Maria , e molto gentile .	e	33	34	è	è	y	[]
1899	Nel corso siamo 11 personne molto diverse .	personne	19	27	persone	persone	y	['persone']
1900	Io Rimago ancora due settimane .	Rimago	3	9	rimango	rima(n)go	n	['Imago', 'Rimalo', 'Rimango', 'Rimano', 'Rimato', 'Rimavo', 'Ripago', 'Ripagò', 'R imago', 'Rima go']
1901	Cari Mario e Francesco , 12/10/2010 Sono a Città X da una settimana , per studiare l' Italiano .	Italiano	86	94	italiano	italiano	y	[]
1902	Imparo l' Italiano per il mio lavoro .	Italiano	10	18	italiano	italiano	y	[]
1903	Siamo undieci nel corso , abbiamo due insegnanti , che si chiamano Daniela e Nicoletta .	undieci	6	13	dieci	undici	n	['Undici', 'undici', 'un dieci']
1904	hanno molto pasienza .	hanno	0	5	Hanno	Hanno	y	['Hanno']
1905	hanno molto pasienza .	pasienza	12	20	pazienza	pazienza	y	['pazienza']
1906	Spero que tutto va bene da voi .	que	6	9	qui	che	n	['UE', 'bue', 'due', 'eque', 'qua', 'quei', 'quel', 'qui', 'quo', 'sue', 'tue']
1907	Ci vediamo quando ritorno a casa mià A Presto Michele	mià	33	36	mia	mia	y	['mia', 'Aia', 'Eia', 'Lia', 'Misa', 'aia', 'dia', 'eia', 'già', 'ima', 'ma', 'mi', 'miao', 'mica', 'mie', 'mii', 'mila', 'mima', 'mina', 'mio', 'mir', 'mira', 'miv', 'mix', 'mixa', 'pia', 'ria', 'sia', 'via', 'zia', 'CIA', 'Kia', 'MIT']
1908	Ci vediamo quando ritorno a casa mià A Presto Michele	Presto	39	45	presto	presto	y	[]
1909	Apprendo molte cose , in classa ci chiamiamo di tutto , é un corso molto interessante .	é	56	57	è	è	y	['e', 'è']
1910	Quando non c' è lezione , esco con i miei amici , mangiamo fuori , andiamo al cinema , a dei concerti depende .	depende	102	109	decente	dipende	n	['dipende', 'dipendé', 'de pende']
1911	Portroppo devo ritornare a casa mia per lavorare .	Portroppo	0	9	Purtroppo	Purtroppo	y	['Purtroppo', 'Por troppo']
1912	Abbracci affetuosi .	affetuosi	9	18	affettuoso	affettuosi	n	['affettuosi']
1913	Quando ho tempo libero visito la città , el Monumento X , il Monumento Y , la Monumento Z et faccio shopping .	el	41	43	il	il	y	['El', 'EU', 'Es', 'Ex', 'L', 'al', 'bel', 'cl', 'del', 'dl', 'e', 'ed', 'eh', 'es', 'et', 'ex', 'gel', 'hl', 'il', 'l', 'le', 'ml', 'nel', 'xl', 'è', 'e l']
1914	Quando ho tempo libero visito la città , el Monumento X , il Monumento Y , la Monumento Z et faccio shopping .	et	90	92	e	e	y	[]
1915	La mia insegnante è Mme filipini , e siamo dieci in la clase .	filipini	24	32	filippini	Filipini	n	['filippini', 'fili pini']
1916	La mia insegnante è Mme filipini , e siamo dieci in la clase .	clase	55	60	classe	classe	y	['case', 'classe', 'clave']
1917	Quando non c' è lezione vado alla piazza Monumento X con i studenti per berre caffè .	berre	72	77	bere	bere	y	['Erre', 'Gerre', 'barre', 'beare', 'bere', 'berle', 'berne', 'berrei', 'berrà', 'berrò', 'berte', 'birre', 'erre', 'serre', 'terre', 'b erre', 'ber re']
1918	il Lunedi , 5 dicembre 2010 Caro amici , Ho sieto in Città X , Apprendo corso di italiano .	Lunedi	3	9	lunedì	lunedì	y	[]
1919	l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	l'	0	2	L'	L	n	[]
1920	l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	sympatico	32	41	simpatico	simpatico	y	['simpatico']
1921	l' insegnante ho molto gentil e sympatico ho visito la cittadel Città X , dopo bere al bar Presto : Michele	cittadel	55	63	cittadino	città	n	['cittadella', 'cittadelle']
1922	La mia insegnante è una segnora molta simpatica qui si chiama Maria .	segnora	24	31	signora	signora	y	['segnerà', 'signora']
1923	La giornata studiamo l' italiano et la sera facciamo passagere nel centro e dopo andiamo al restorante .	et	33	35	e	e	y	[]
1924	La giornata studiamo l' italiano et la sera facciamo passagere nel centro e dopo andiamo al restorante .	restorante	92	102	ristorante	ristorante	y	['ristorante']
1925	Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	clara	31	36	Clara	Clara	y	['Clara', 'Lara', 'cara', 'clava', 'cl ara', 'Acclara', 'Alala', 'Alar', 'Alare', 'Alarla', 'Alata', 'Alava', 'Alcara', 'Alerà', 'Altra', 'Alvara', 'Amara', 'Ara', 'Avara', 'Blera', 'Camara', 'Carla', 'Cellara', 'Cesara', 'Cetara', 'Claire', 'Fara', 'Ilare', 'Ilaria', 'Lasa', 'Laura', 'Mara', 'Salara', 'Sara', 'Sciara', 'Ultra', 'Ultrà', 'acclara', 'alala', 'alar', 'alare', 'alari', 'alarla', 'alata', 'alava', 'alerà', 'altra', 'amara', 'ara', 'avara', 'bara', 'cabra', 'cada', 'cadrà', 'caga', 'cala', 'calabra', 'calala', 'calar', 'calare', 'calarla', 'calata', 'calava', 'calaza', 'calca', 'calcara', 'calda', 'calerà', 'calia', 'calla', 'calma', 'calura', 'calva', 'calza', 'capa', 'capra', 'card', 'carda', 'care', 'cari', 'caria', 'caro', 'carpa', 'carta', 'casa', 'casara', 'catara', 'cava', 'celala', 'celar', 'celare', 'celarla', 'celata', 'celava', 'celerà', 'cera', 'cetra', 'chiara', 'ciana', 'ciarda', 'ciarla', 'cifra', 'clan', 'clave', 'clavi', 'clavo', 'cleri', 'clero', 'clima', 'cloaca', 'clona', 'cloro', 'coana', 'coarta', 'cobra', 'colala', 'colar', 'colare', 'colarla', 'colata', 'colava', 'colera', 'colerà', 'colora', 'copra', 'corra', 'crapa', 'cura', 'darà', 'farà', 'flava', 'flora', 'gara', 'giara', 'glabra', 'ilare', 'ilari', 'ladra', 'lama', 'lana', 'larda', 'lare', 'larga', 'lari', 'larva', 'lata', 'latra', 'lava', 'lira', 'marà', 'para', 'placa', 'plaga', 'plana', 'rara', 'sarà', 'sclera', 'scolara', 'sfarà', 'slama', 'slarga', 'slava', 'spara', 'stara', 'starà', 'tara', 'tiara', 'ultra', 'ultrà', 'vara', 'zara', 'Zara']
1926	Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	tino	44	48	tipo	Tino	n	[]
1927	Città X , 12 gennaio 2010 Cara clara , Caro tino , sono in Italia e sto facendo un corso di Italiano .	Italiano	92	100	italiano	italiano	y	[]
1928	Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Amici	52	57	Amici	amici	n	[]
1929	Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Tua	61	64	tua	tua	y	[]
1930	Ritorno la settimana corsa in Francia , Bacio , cio Amici La Tua Amica , Maria	Amica	65	70	Amico	amica	n	[]
1931	Martedí , 12 gennaio , 2010 Caro Marco , caro Carlo , Sono in Italia , con Michele , a Città X .	Martedí	0	7	Martedì	Martedì	y	['Martedì']
1932	La sera andiamo tutti i due al ristorante , fare un giro in Centro , visitiamo la città .	Centro	60	66	centro	centro	y	[]
1933	Città X , il 12 gennaio 2010 , Cari Amici , Sono a Città X in Italia .	Amici	36	41	amici	amici	y	[]
1934	Sono arrivata per Seguire un corso di Italiano .	Seguire	18	25	seguire	seguire	y	[]
1935	Sono arrivata per Seguire un corso di Italiano .	Italiano	38	46	italiano	italiano	y	[]
1936	I Miei insegnante se chiamanno Valeria e Nathalia , sono Molto gentile .	Miei	2	6	miei	miei	y	[]
1937	I Miei insegnante se chiamanno Valeria e Nathalia , sono Molto gentile .	Molto	57	62	molto	molto	y	[]
1938	Sono con un group di Francese Molto simpatico .	Francese	21	29	francese	francese	y	[]
1939	Sono con un group di Francese Molto simpatico .	Molto	30	35	molto	molto	y	[]
1940	La Sera mangiamo al Tipico Ristorante .	Sera	3	7	sera	sera	y	[]
1941	La Sera mangiamo al Tipico Ristorante .	Tipico	20	26	tipico	tipico	y	[]
1942	La Sera mangiamo al Tipico Ristorante .	Ristorante	27	37	ristorante	ristorante	y	[]
1943	Imparare la lingua italiana è piu fastidioso che pensavo e no ho molto tempo libere .	piu	30	33	più	più	y	['più', 'PIL', 'giù', 'pi', 'pia', 'pie', 'pii', 'pio', 'piè', 'pi u']
1944	È molto interessante perche la mia insegnante è da Città X e conosce bene la città .	perche	21	27	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché', 'per che']
1945	Cuando abbiamo tempo o alla sera , visitiamo la città , e mangiamo in ristorante tipici .	Cuando	0	6	Quando	Quando	y	['Cando', 'Cubando', 'Curando', 'Quando']
1946	Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	Amici	39	44	amici	amici	y	[]
1947	Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	Italiano	74	82	italiano	italiano	y	[]
1948	Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	a	83	84	e	alla	n	[]
1949	Città X , Martedi 12 gennaio 2010 Cari Amici , Stiamo facendo un corso d' Italiano a la scuola di Firenze : la nostra insegnante è molta agradable .	la	85	87	la	alla	n	[]
1950	Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	perque	70	76	perse	perché	n	['serque']
1951	Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	pasare	102	108	pagare	passare	n	['basare', 'casare', 'gasare', 'pacare', 'pagare', 'palare', 'panare', 'parare', 'passare', 'pausare', 'pesare', 'posare', 'rasare', 'vasare']
1952	Come lo savete stiamo partiti in Italia per imparare meglio la lingua perque queste estate vogliamo a pasare qualque giorno a Città X .	qualque	109	116	qualche	qualche	y	['Qualcun', 'qualche', 'qualcun', 'quale', 'qualunque']
1953	Clara , la nostra insegnante , è contenta perqué le studiente lavorano bene .	perqué	42	48	perché	perché	y	['serque']
1954	La sera visitamo un po' la citta. Vi lo dirò .	citta.	27	33	città	città.	n	[]
1955	Per mia moglie e tanto da fare con i 6 bambini .	e	15	16	è	è	y	[]
1956	Per me ci sono tante cose nuove : in Maggio ho commincato alle FFJ .	Maggio	37	43	maggio	maggio	y	[]
1957	Per me ci sono tante cose nuove : in Maggio ho commincato alle FFJ .	commincato	47	57	cominciato	cominciato	y	['comminato']
1958	Dal Maggio fino da oggi ho lavorato a Città Y , ma dal 1 Aprile vado a Città Z .	Maggio	4	10	maggio	maggio	y	[]
1959	Dal Maggio fino da oggi ho lavorato a Città Y , ma dal 1 Aprile vado a Città Z .	Aprile	57	63	aprile	aprile	y	[]
1960	Adesso ho fatto il testo per l' Italiano , perche voglio anche andare nel Ticino .	Italiano	32	40	italiano	italiano	y	[]
1961	Adesso ho fatto il testo per l' Italiano , perche voglio anche andare nel Ticino .	perche	43	49	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché', 'per che']
1962	Cosi - forse - c' è una possibilità da vederti .	Cosi	0	4	Così	Così	y	[]
1963	Ti saluto dell' testo Italiano da Città X! Michele	Italiano	22	30	italiano	italiano	y	[]
1964	Ho cambiato il mio lavoro , sono non piu panetiere .	piu	37	40	più	più	y	['più', 'PIL', 'giù', 'pi', 'pia', 'pie', 'pii', 'pio', 'piè', 'pi u']
1965	Ho cambiato il mio lavoro , sono non piu panetiere .	panetiere	41	50	cantiere	panettiere	n	['panettiere']
1966	Penso per una settimana o cosi .	cosi	26	30	così	così	y	[]
1967	In April ho le ferie dalle 16 alle 27 .	April	3	8	Aprile	aprile	n	['Apri', 'Aprii', 'Aprila', 'Aprile', 'Aprili', 'Aprilo', 'Aprir', 'Aprì', 'Apri l']
1968	E gia da molto tempo che non ti ho visto piu .	E	0	1	E	È	n	[]
1969	E gia da molto tempo che non ti ho visto piu .	gia	2	5	già	già	y	[]
1970	E gia da molto tempo che non ti ho visto piu .	piu	41	44	più	più	y	['più', 'PIL', 'giù', 'pi', 'pia', 'pie', 'pii', 'pio', 'piè', 'pi u']
1971	Vorrei uscire una sera con te , andare mangiare una spezialità della tua regione .	spezialità	52	62	specialità	specialità	y	['spazialità', 'specialità']
1972	Sono andata in vacanza in Spagna con mi figlio , el paese e molto bellissimo .	e	58	59	è	è	y	[]
1973	Se puoi mi alloggiata , penso venire vedere il mese d' April .	April	55	60	Aprile	aprile	n	['Apri', 'Aprii', 'Aprila', 'Aprile', 'Aprili', 'Aprilo', 'Aprir', 'Aprì', 'Apri l']
1974	Sono andato in Maroco una settimana fa .	Maroco	15	21	Marocco	Marocco	y	['Marocco', 'Marco', 'Marcò', 'Maroso', 'Ma roco', 'Maro co']
1975	Ma il lavoro è dificile perché c' è molte gente .	dificile	15	23	difficile	difficile	y	['difficile']
1976	Città X , LUNEDI 20 FEBBRAIO CERA JULIA SONO ANDATO IN VACANZA A Città X .	CERA	29	33	Era	CARA	n	[]
1977	VISITA AL CITTA , Monumento X Monumento Y , CITTA BELLISSIMO .	CITTA	10	15	IVA	CIITTÀ	n	[]
1978	VISITA AL CITTA , Monumento X Monumento Y , CITTA BELLISSIMO .	CITTA	44	49	IVA	CITTÀ	n	[]
1979	MERCOLEDI IO LAVORO AL L' ALBERGO ST ETIENNE A BICICLETTA , CINQUE MINUTI , DE LA CASA , AL ALBERGO .	MERCOLEDI	0	9	Mercoledì	MERCOLEDÌ	n	[]
1980	Qui non va bene : fa bruto tempo da tre setimane e piove ogni giorni .	bruto	21	26	brutto	brutto	y	[]
1981	Qui non va bene : fa bruto tempo da tre setimane e piove ogni giorni .	setimane	40	48	settimane	settimane	y	['estimane', 'settimane', 'stimane']
1982	Carissimi Barbara e Paolo , E molto bello qui a Firenze !	E	28	29	E	È	n	[]
1983	Da lunedi a venerdi ho frequentare un corso italiano .	lunedi	3	9	Lunedì	lunedì	n	['lunedì', 'lune di']
1984	Da lunedi a venerdi ho frequentare un corso italiano .	venerdi	12	19	venerdì	venerdì	y	['venerdì', 'venerai', 'venerei', 'veneri']
1985	A giovedipomerigioc' è un mercato in centro con prodotti tipichi della regione .	tipichi	57	64	tipici	tipici	y	['tipiche', 'tipici', 'ti pichi', 'tipi chi']
1986	Al fine della settimana ho fatto gia tante cose , peresempioun piccolo viaggio al mare .	gia	33	36	già	già	y	['già', 'Aia', 'Eia', 'GIP', 'Gian', 'Gina', 'Lia', 'aia', 'dia', 'eia', 'gai', 'gaia', 'giga', 'gin', 'gioa', 'gira', 'gita', 'giù', 'glia', 'mia', 'pia', 'ria', 'sia', 'via', 'zia', 'CIA', 'GIF', 'Kia']
1987	Al fine della settimana ho fatto gia tante cose , peresempioun piccolo viaggio al mare .	peresempioun	50	62	esempio	per esempio	n	[]
1988	La reggione e bellissima .	reggione	3	11	regione	regione	y	['reggiane', 'reggine', 'regione']
1989	La reggione e bellissima .	e	12	13	è	è	y	[]
1990	Il corso italiano a già cominciato .	a	18	19	ha	ha	y	[]
1991	La insegnante parla lentemente e io capisco quasi tutto .	lentemente	20	30	lentamente	lentamente	y	['lentamente', 'lente mente']
1992	C' è un huomo di Russia , ha settanta anni e gli piace andare a studiare lingue in tutto il mondo , parla gia sei lingue e io ho tanti promplemi con una lingua solo .	huomo	8	13	uomo	uomo	y	['Homo', 'Uomo', 'duomo', 'homo', 'uomo', 'h uomo']
1993	C' è un huomo di Russia , ha settanta anni e gli piace andare a studiare lingue in tutto il mondo , parla gia sei lingue e io ho tanti promplemi con una lingua solo .	gia	106	109	già	già	y	['già', 'Aia', 'Eia', 'GIP', 'Gian', 'Gina', 'Lia', 'aia', 'dia', 'eia', 'gai', 'gaia', 'giga', 'gin', 'gioa', 'gira', 'gita', 'giù', 'glia', 'mia', 'pia', 'ria', 'sia', 'via', 'zia', 'CIA', 'GIF', 'Kia']
1994	Ti raconterei tutte le storie quando ci vedremo in due settimane a Città X .	raconterei	3	13	racconterei	racconterei	y	['racconterei', 'riconterei']
1995	In lo stesso gruppo c' è anche una amicha Anna di Svizzera , la consco già della scuola .	amicha	35	41	amica	amica	y	['Amica', 'Amichi', 'amica', 'amiche', 'amichi']
1996	Siamo arrivati al croazia con la macchina .	croazia	18	25	grazia	Croazia	n	['Croazia', 'Acrobazia', 'Orazia', 'acrobazia', 'corazza', 'croata', 'croati', 'crocia', 'cromia', 'grazia', 'prozia']
1997	Habito in un grande città con molti personi .	Habito	0	6	Abito	Abtio	n	['Abito', 'Abitò', 'H abito']
1998	Anche potremmo di fare lo shopping a Città X o mangamo nel ristoranto .	mangamo	47	54	mancato	mangiamo	n	['mangano', 'manganò', 'mangiamo', 'man gamo', 'manga mo']
1999	Vorrei andare a trovare ti perchè mi voglio incontro con te!	perchè	27	33	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
2000	Anche possiamo fare lo shopping perchè la mia città e molto bella e grande .	perchè	32	38	perché	perché	y	['perché', 'parche', 'pecche', 'pesche', 'petche', 'porche', 'purché']
2001	Anche possiamo fare lo shopping perchè la mia città e molto bella e grande .	e	52	53	è	è	y	[]
2002	Mi piacono molto i musei della città .	piacono	3	10	piacono	piacciono	n	[]
2003	Nel mio tempo libero io vado con gli amici alla città fare shopping e qualche volte noi andiamo in piscina e dopo noi giocciamo a tennis per restare in forma .	giocciamo	118	127	giochiamo	giochiamo	y	['giacciamo', 'giochiamo', 'gocciamo']
2004	La mia insegnante , Francesca Rossi , è gentille .	gentille	40	48	geniale	gentile	n	['gentile', 'gentil le']
2005	Cara Manuela , E da lungo tempo che non ci abbiamo visto !	E	15	16	E	È	n	[]
2006	Comè vai ?	Comè	0	4	Come	Come	y	['Come', 'Como', 'Lomé', 'Ome', 'Cime', 'Code', 'Cole', 'Colme', 'Com', 'Coma', 'Comi', 'Comò', 'Core', 'Cose', 'Cote', 'Crome', 'Dome', 'Nome', 'Some', 'Tome', 'Com è']
2007	Tanti cari saluti e alla prossimà !	prossimà	25	33	prossima	prossima	y	['prossima', 'prossime', 'prossimi', 'prossimo']
2008	Anche la famiglia sì senta bene .	sì	18	20	si	si	y	[]
2009	e una bella vista sulle alpe .	e	0	1	È	è	n	['E']
2010	e una bella vista sulle alpe .	alpe	24	28	alte	Alpi	n	[]
2011	Ciao Carlo Città X , 18 junio Comè stai ?	junio	24	29	audio	giugno	n	['junior']
2012	Ciao Carlo Città X , 18 junio Comè stai ?	Comè	30	34	Come	Come	y	['Come', 'Como', 'Lomé', 'Ome', 'Cime', 'Code', 'Cole', 'Colme', 'Com', 'Coma', 'Comi', 'Comò', 'Core', 'Cose', 'Cote', 'Crome', 'Dome', 'Nome', 'Some', 'Tome', 'Com è']
2013	Il tempo è fantastico e siamo alla spiagga tutti i giorni .	spiagga	35	42	spiaggia	spiaggia	y	['spiagge', 'spiaggi', 'spiaggia']
2014	Abiamo trovato una piccola casa vicino al mare .	Abiamo	0	6	Abbiamo	Abbiamo	y	['Abbiamo', 'Abramo', 'Adiamo', 'Agiamo', 'Aliamo', 'Ambiamo', 'Amiamo', 'Ariamo', 'Aviamo', 'Biamo', 'A biamo']
2015	Alla settimana passata abiamo fatto un giro dell' isola .	abiamo	23	29	abbiamo	abbiamo	y	['Abbiamo', 'Abramo', 'Adiamo', 'Agiamo', 'Aliamo', 'Ambiamo', 'Amiamo', 'Ariamo', 'Aviamo', 'abbiamo', 'adiamo', 'agiamo', 'aliamo', 'ambiamo', 'amiamo', 'ariamo', 'aviamo', 'biamo', 'a biamo']
2016	Al officio va bene anche , ho un nuovo capo , ed è molto piacevole di lavore con lui .	officio	3	10	ufficio	ufficio	y	[]
2017	Al uffico manqua un collego .	uffico	3	9	Ufficio	ufficio	n	['Uffici', 'Ufficio', 'Ufficiò', 'uffici', 'ufficio', 'ufficiò']
2018	Al uffico manqua un collego .	manqua	10	16	manca	manca	y	['man qua']
2019	Ma sono contento : In famiglia tuto va bene .	tuto	31	35	tutto	tutto	y	['Auto', 'Nuto', 'Tito', 'auto', 'muto', 'mutò', 'toto', 'tubo', 'tubò', 'tufo', 'tuo', 'turo', 'turò', 'tuta', 'tute', 'tutt', 'tutto', 'tutù']
2020	Espero di veder ti in agosto .	veder	10	15	vedere	vederti	n	[]
2021	Espero di veder ti in agosto .	ti	16	18	mi	vederti	n	[]
2022	E cosi è previsto che andro a Città X .	cosi	2	6	così	così	y	[]
