Languagetool gets right: 13772
Out of: 38698
Accuracy: 0.356

LT correct + ours correct: 8131
LT correct + ours incorrect: 5641
LT incorrect + ours correct: 7051
LT incorrect + ours incorrect: 17875

############ Correct by Languagetool, correct by us ##########
orig: wolte 	 correct: wollte ours: wollte
orig: belte 	 languagetool: beide 	 correct: anbellte ours: beste
orig: Lears 	 languagetool:  	 correct: Leas ours: Lars
orig: das 	 languagetool:  	 correct: dass ours: das
orig: beckem 	 languagetool: beigem 	 correct: bekommen ours: leckem
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: fote 	 languagetool: vote 	 correct: Pfote ours: rote
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: beld 	 languagetool: Welt 	 correct: bellt ours: Bald
orig: fersucht 	 languagetool:  	 correct: versucht ours: Gesucht
orig: stiel 	 languagetool: Stiel 	 correct: still ours: spiel
orig: angst 	 languagetool:  	 correct: Angst ours: angst
orig: das 	 languagetool:  	 correct: dass ours: das
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Projekt 	 languagetool:  	 correct: Projektwoche ours: Projekte
orig: woche 	 languagetool: Woche 	 correct: Projektwoche ours: Woche
orig: raugenomen 	 languagetool: rauchenden 	 correct: rausgenommen ours: abgenommen
orig: wuhren 	 languagetool: führen 	 correct: waren ours: fuhren
orig: Bereis 	 languagetool: Beweis 	 correct: bereits ours: Beweis
orig: wuhren 	 languagetool: führen 	 correct: waren ours: Fuhren
orig: Dannach 	 languagetool: Dan nach 	 correct: Danach ours: danach
orig: erger 	 languagetool: ärger 	 correct: Ärger ours: ärger
orig: auf 	 languagetool:  	 correct: aufgestanden ours: auf
orig: gehstanden 	 languagetool:  	 correct: aufgestanden ours: gestanden
orig: gehsen 	 languagetool: gehen 	 correct: gesehen ours: gehen
orig: gesehn 	 languagetool:  	 correct: gesehen ours: gehen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: erger 	 languagetool: ärger 	 correct: Ärger ours: Berger
orig: was 	 languagetool:  	 correct: Was ours: Das
orig: jake 	 languagetool: Jake 	 correct: Jacke ours: Jade
orig: mann 	 languagetool: Mann 	 correct: man ours: dann
orig: Aufein-mal 	 languagetool: Affen-mal 	 correct: Auf einmal ours: Einmal
orig: schälte 	 languagetool:  	 correct: schellte ours: Schalte
orig: alle 	 languagetool:  	 correct: Alle ours: alle
orig: rauschlichen 	 languagetool: rau schlichen 	 correct: rausschleichen ours: anschleichen
orig: Dood 	 languagetool: Boot 	 correct: Dodo ours: Gold
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Klassen 	 languagetool:  	 correct: Klassenlehrerin ours: Klasse
orig: lererin 	 languagetool: Verein 	 correct: Klassenlehrerin ours: Lehrerin
orig: dod 	 languagetool: tot 	 correct: Dodo ours: Don
orig: gebelt 	 languagetool: gabelt 	 correct: gebellt ours: hebelt
orig: gebelt 	 languagetool: gabelt 	 correct: gebellt ours: gabelt
orig: Suß 	 languagetool: Küss 	 correct: süß ours: Sun
orig: Las 	 languagetool:  	 correct: Lars ours: Gas
orig: Trefen 	 languagetool: Tränen 	 correct: treffen ours: Treffen
orig: Rehschnet 	 languagetool: Leugnet 	 correct: rechnet ours: Rechner
orig: Beld 	 languagetool: Belt 	 correct: bellt ours: Bild
orig: wal 	 languagetool: Wal 	 correct: weil ours: war
orig: Jage 	 languagetool:  	 correct: Jacke ours: Lage
orig: kukte 	 languagetool: rückte 	 correct: kuckte ours: Kulte
orig: Leo 	 languagetool:  	 correct: Lea ours: Leo
orig: war 	 languagetool: War 	 correct: was ours: Wir
orig: den 	 languagetool:  	 correct: denn ours: gen
orig: dar 	 languagetool:  	 correct: da ours: das
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: belte 	 languagetool: beide 	 correct: bellte ours: bete
orig: belen 	 languagetool: beten 	 correct: Bellen ours: beten
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: schule 	 languagetool:  	 correct: Schule ours: schulen
orig: des 	 languagetool:  	 correct: deswegen ours: des
orig: wegen 	 languagetool:  	 correct: deswegen ours: wegen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: gebelt 	 languagetool: gabelt 	 correct: gebellt ours: hebelt
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: hult 	 languagetool: hält 	 correct: holt ours: halt
orig: gehn 	 languagetool: gähn 	 correct: gehen ours: geht
orig: wal 	 languagetool: Wal 	 correct: Wahl ours: was
orig: das 	 languagetool:  	 correct: dass ours: das
orig: schuhn 	 languagetool: gähn 	 correct: schon ours: Schuhe
orig: was 	 languagetool:  	 correct: Was ours: Das
orig: hatu 	 languagetool: ha tu 	 correct: hat du ours: hat
orig: dar 	 languagetool:  	 correct: da ours: war
orig: menn 	 languagetool: wenn 	 correct: meinen ours: mein
orig: wer 	 languagetool:  	 correct: versteckt ours: der
orig: stekt 	 languagetool: steckt 	 correct: versteckt ours: steht
orig: Dodd 	 languagetool: Gott 	 correct: Dodo ours: Gold
orig: wil 	 languagetool: wie 	 correct: will ours: wir
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: wen 	 languagetool:  	 correct: Wen ours: Wenn
orig: desses 	 languagetool: dessen 	 correct: dieses ours: dessen
orig: der 	 languagetool:  	 correct: Der ours: der
orig: gurt 	 languagetool: Gurt 	 correct: gehört ours: gut
orig: wulte 	 languagetool: wurde 	 correct: wollte ours: Kulte
orig: sunds 	 languagetool: Sunds 	 correct: sonst ours: Sounds
orig: Hase 	 languagetool:  	 correct: Hause ours: Hass
orig: sih 	 languagetool: sich 	 correct: sieh ours: sie
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: jche 	 languagetool: jähe 	 correct: Jacke ours: Che
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: das 	 languagetool:  	 correct: dass ours: das
orig: trefen 	 languagetool: träfen 	 correct: treffen ours: trafen
orig: Hasen 	 languagetool:  	 correct: Nasenkuss ours: Haken
orig: Kuss 	 languagetool:  	 correct: Nasenkuss ours: Kurs
orig: nemen 	 languagetool: neuen 	 correct: nehmen ours: neben
orig: den 	 languagetool:  	 correct: denn ours: den
orig: Lereren 	 languagetool: Leeren 	 correct: Lehrerin ours: leeren
orig: auszien 	 languagetool: Tuszien 	 correct: ausziehen ours: ausüben
orig: auszien 	 languagetool: Tuszien 	 correct: ausziehen ours: ausüben
orig: das 	 languagetool:  	 correct: dass ours: das
orig: ganich 	 languagetool: käsig 	 correct: gar nicht ours: gleich
orig: das 	 languagetool:  	 correct: dass ours: das
orig: irgend 	 languagetool:  	 correct: irgendwas ours: irgend
orig: was 	 languagetool:  	 correct: irgendwas ours: was
orig: gehsen 	 languagetool: gehen 	 correct: gesehen ours: gehen
orig: Pelen 	 languagetool: Polen 	 correct: bellen ours: Polen
orig: den 	 languagetool:  	 correct: denn ours: der
orig: sas 	 languagetool: SAS 	 correct: saß ours: das
orig: Ruch 	 languagetool:  	 correct: Ruhig ours: Buch
orig: Dar 	 languagetool:  	 correct: Da ours: Bar
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: fagte 	 languagetool: fachte 	 correct: fragte ours: sagte
orig: das 	 languagetool:  	 correct: dass ours: das
orig: nemst 	 languagetool: nebst 	 correct: nimmst ours: Nest
orig: urfen 	 languagetool: rufen 	 correct: dürfen ours: rufen
orig: den 	 languagetool:  	 correct: denn ours: der
orig: den 	 languagetool:  	 correct: denn ours: der
orig: Dumme 	 languagetool:  	 correct: dumme ours: Summe
orig: Kakau 	 languagetool: Krakau 	 correct: Kakao ours: Krakau
orig: berhümtheits 	 languagetool:  	 correct: Berühmtheitsshow ours: berühmteste
orig: Show 	 languagetool:  	 correct: Berühmtheitsshow ours: Shop
orig: kronzertrien 	 languagetool:  	 correct: konzentrieren ours: Konzerten
orig: sid 	 languagetool: ist 	 correct: sieht ours: sind
orig: ser 	 languagetool: der 	 correct: sehr ours: sei
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: angerant 	 languagetool: angeraint 	 correct: angerannt ours: angeraut
orig: gehfärlch 	 languagetool: gehfähig 	 correct: gefährlich ours: geforscht
orig: in 	 languagetool:  	 correct: ihn ours: bin
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: Mahte 	 languagetool: Mächte 	 correct: Mathelehrerin ours: Mathe
orig: Lehrerin 	 languagetool:  	 correct: Mathelehrerin ours: Lehrern
orig: Bell 	 languagetool:  	 correct: bell ours: Ball
orig: Das 	 languagetool:  	 correct: Dass ours: Das
orig: das 	 languagetool:  	 correct: dass ours: das
orig: das 	 languagetool:  	 correct: dass ours: das
orig: das 	 languagetool:  	 correct: dass ours: das
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: Älienvögel 	 languagetool: Kleinvögel 	 correct: Alienvögel ours: Rabenvögel
orig: schul 	 languagetool: gut 	 correct: Schulweg ours: schule
orig: weg 	 languagetool:  	 correct: Schulweg ours: weg
orig: an 	 languagetool:  	 correct: angekommen ours: ran
orig: gekommen 	 languagetool:  	 correct: angekommen ours: gekommen
orig: mathematick 	 languagetool: Mathematik 	 correct: Mathematikaufgaben ours: Mathematik
orig: auf 	 languagetool:  	 correct: Mathematikaufgaben ours: auf
orig: gaben 	 languagetool:  	 correct: Mathematikaufgaben ours: haben
orig: das 	 languagetool:  	 correct: dass ours: das
orig: urgent 	 languagetool: irgend 	 correct: irgendwas ours: irgend
orig: was 	 languagetool:  	 correct: irgendwas ours: das
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: ale 	 languagetool: Ale 	 correct: alle ours: Alle
orig: drefen 	 languagetool: träfen 	 correct: treffen ours: drehen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: gerechtn 	 languagetool: gerecht 	 correct: gerechnet ours: gerecht
orig: son 	 languagetool: von 	 correct: schon ours: so
orig: fote 	 languagetool: vote 	 correct: Pfote ours: rote
orig: fogl 	 languagetool: voll 	 correct: Vogel ours: Foul
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: hatds 	 languagetool: hatte 	 correct: hat das ours: hat
orig: lerein 	 languagetool: Verein 	 correct: Lehrerin ours: bereit
orig: staunen 	 languagetool:  	 correct: Staunen ours: staunen
orig: angerant 	 languagetool: angeraint 	 correct: angerannt ours: angeraut
orig: freufen 	 languagetool: freuen 	 correct: freuten ours: Freuen
orig: in 	 languagetool:  	 correct: ihn ours: in
orig: ier 	 languagetool: der 	 correct: ihrer ours: der
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: Qatschen 	 languagetool: Kätzchen 	 correct: quatschen ours: Quatschen
orig: dan 	 languagetool:  	 correct: dann ours: das
orig: Seibe 	 languagetool: Seite 	 correct: Scheibe ours: Seite
orig: herrum 	 languagetool: her rum 	 correct: herum ours: heraus
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: berüet 	 languagetool: beriet 	 correct: berührt ours: begrüßt
orig: berüet 	 languagetool: beriet 	 correct: berührt ours: begrüßt
orig: enteucht 	 languagetool: erzeugt 	 correct: enttäuscht ours: entfacht
orig: bein 	 languagetool:  	 correct: Bein ours: ein
orig: ohh 	 languagetool: oh 	 correct: Ohh ours: Oh
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodos 	 languagetool: Fotos 	 correct: Dodos ours: doof
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: mal 	 languagetool:  	 correct: Mal-Aufgabe ours: Mal
orig: aufgabe 	 languagetool: aufgab 	 correct: Mal-Aufgabe ours: Aufgabe
orig: belte 	 languagetool:  	 correct: bellte ours: beste
orig: dodo 	 languagetool:  	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: wonder 	 languagetool: wohnte 	 correct: wunderschönen ours: wunder
orig: schönen 	 languagetool:  	 correct: wunderschönen ours: schöner
orig: fartete 	 languagetool: Fartete 	 correct: wartete ours: Wartete
orig: flöstete 	 languagetool: flötete 	 correct: flüsterte ours: Flüsterte
orig: kock 	 languagetool: Bock 	 correct: Kuck ours: Kick
orig: sch 	 languagetool: sich 	 correct: Sch ours: Ich
orig: unnd 	 languagetool: Unnd 	 correct: und ours: Und
orig: man 	 languagetool:  	 correct: Man ours: Mal
orig: gan 	 languagetool: an 	 correct: kann ours: man
orig: arm 	 languagetool:  	 correct: Arm ours: arm
orig: wachtet 	 languagetool:  	 correct: wartet ours: achtet
orig: rante 	 languagetool: Bände 	 correct: rannte ours: rate
orig: wachtet 	 languagetool:  	 correct: wartet ours: achtet
orig: Doda 	 languagetool: Dora 	 correct: Dodo ours: Soda
orig: tichört 	 languagetool: tigert 	 correct: T-Shirt ours: sichert
orig: warn 	 languagetool:  	 correct: waren ours: war
orig: aufregend 	 languagetool:  	 correct: aufgeregt ours: aufregend
orig: in 	 languagetool:  	 correct: ihn ours: in
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: drete 	 languagetool:  	 correct: drehte ours: Drehte
orig: geckommen 	 languagetool: geklommen 	 correct: gekommen ours: genommen
orig: erger 	 languagetool: ärger 	 correct: Ärger ours: ärger
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: Lar 	 languagetool: War 	 correct: Lars ours: Bar
orig: sied 	 languagetool: sie 	 correct: sieht ours: sind
orig: dodos 	 languagetool: Fotos 	 correct: Dodos ours: doof
orig: döfen 	 languagetool: töten 	 correct: dürfen ours: dösen
orig: legt 	 languagetool:  	 correct: leckt ours: lebt
orig: sorger 	 languagetool: solcher 	 correct: sogar ours: Sorgen
orig: mann 	 languagetool: Mann 	 correct: man ours: Kann
orig: sied 	 languagetool: sie 	 correct: sieht ours: sie
orig: dodos 	 languagetool: Fotos 	 correct: Dodos ours: doof
orig: das 	 languagetool:  	 correct: dass ours: was
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Matematik 	 languagetool: Mathematik 	 correct: Mathematiktest ours: Automatik
orig: Test 	 languagetool:  	 correct: Mathematiktest ours: Text
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: belt 	 languagetool: Belt 	 correct: bellt ours: best
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: lasen 	 languagetool:  	 correct: lassen ours: lesen
orig: TEHEND 	 languagetool:  	 correct: THE END ours: Sehen
orig: DuDu 	 languagetool: Du du 	 correct: Dodo ours: Duo
orig: tefent 	 languagetool: defekt 	 correct: treffen ours: defekt
orig: Sol 	 languagetool:  	 correct: soll ours: Solo
orig: ho 	 languagetool: von 	 correct: oh ours: Wo
orig: Der 	 languagetool:  	 correct: der ours: er
orig: Leschett 	 languagetool: Gegend 	 correct: lächelt ours: leuchtet
orig: was 	 languagetool:  	 correct: Was ours: was
orig: meinen 	 languagetool:  	 correct: Meinen ours: meine
orig: lekte 	 languagetool: legte 	 correct: leckte ours: legte
orig: wie 	 languagetool:  	 correct: Wie ours: wie
orig: erwiedert 	 languagetool: erweitert 	 correct: erwidert ours: Erwiderte
orig: rans 	 languagetool: ganz 	 correct: ranzuschleichen ours: raus
orig: zu 	 languagetool:  	 correct: ranzuschleichen ours: zu
orig: schleichen 	 languagetool:  	 correct: ranzuschleichen ours: schleichen
orig: belte 	 languagetool: beide 	 correct: bellte ours: Bebte
orig: das 	 languagetool:  	 correct: dass ours: das
orig: wahrtet 	 languagetool:  	 correct: wartet ours: Wartet
orig: den 	 languagetool:  	 correct: denn ours: der
orig: dar 	 languagetool:  	 correct: da ours: der
orig: Heist 	 languagetool: He ist 	 correct: heißt ours: meist
orig: nam 	 languagetool: am 	 correct: nahm ours: kam
orig: spang 	 languagetool: sang 	 correct: sprang ours: sang
orig: Englisch 	 languagetool:  	 correct: Englischtest ours: englisch
orig: Test 	 languagetool:  	 correct: Englischtest ours: Test
orig: schib 	 languagetool: gib 	 correct: schrieb ours: Schi
orig: Das 	 languagetool:  	 correct: dass ours: Das
orig: nehe 	 languagetool: nähe 	 correct: Nähe ours: nähe
orig: Belte 	 languagetool: Bälde 	 correct: bellte ours: Zelte
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Las 	 languagetool:  	 correct: Lars ours: Last
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Kudete 	 languagetool: Wütete 	 correct: knuddelte ours: Kulte
orig: in 	 languagetool:  	 correct: ihn ours: an
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: leKde 	 languagetool: lebte 	 correct: leckte ours: lebe
orig: in 	 languagetool:  	 correct: ihn ours: an
orig: Laa 	 languagetool: Lara 	 correct: Lea ours: Lama
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: fer 	 languagetool: der 	 correct: versteckt ours: für
orig: schdet 	 languagetool: schied 	 correct: versteckt ours: schwer
orig: Las 	 languagetool:  	 correct: Lars ours: Last
orig: skte 	 languagetool: eckte 	 correct: sagte ours: Akte
orig: bas 	 languagetool: das 	 correct: pass ours: bis
orig: das 	 languagetool:  	 correct: dass ours: das
orig: rausdet 	 languagetool: haustet 	 correct: rausgeht ours: rauscht
orig: LeD 	 languagetool: LED 	 correct: Lea ours: LED
orig: gade 	 languagetool: gute 	 correct: grade ours: lade
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: Krichd 	 languagetool: Bricht 	 correct: kriecht ours: Kirche
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: serleise 	 languagetool: zerbeiße 	 correct: sehr leise ours: verweise
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: sit 	 languagetool: ist 	 correct: sieht ours: ist
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: Ler 	 languagetool: Der 	 correct: Lea ours: er
orig: in 	 languagetool:  	 correct: ihn ours: ein
orig: ferschden 	 languagetool: verachten 	 correct: verstecken ours: erschien
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: pelde 	 languagetool: beide 	 correct: bellte ours: melde
orig: ans 	 languagetool:  	 correct: Angst ours: an
orig: lerer 	 languagetool: derer 	 correct: Lehrer ours: Leer
orig: Len 	 languagetool: Den 	 correct: Lea ours: Lena
orig: tot 	 languagetool:  	 correct: totgelacht ours: tot
orig: gelacht 	 languagetool:  	 correct: totgelacht ours: gelacht
orig: Kontensie 	 languagetool: Konten sie 	 correct: konnten sie ours: intensiv
orig: auf 	 languagetool:  	 correct: aufhören ours: auf
orig: horh 	 languagetool: hör 	 correct: aufhören ours: hoch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: splte 	 languagetool: späte 	 correct: spielte ours: späte
orig: miteden 	 languagetool: Miteden 	 correct: mit den ours: mieten
orig: gewinkelt 	 languagetool:  	 correct: gewinkt ours: gewickelt
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Pforch 	 languagetool: Pferch 	 correct: Pfoten ours: Storch
orig: angefassen 	 languagetool: angelassen 	 correct: angefasst ours: angefangen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: Wie 	 languagetool:  	 correct: Wieso ours: Wie
orig: so 	 languagetool:  	 correct: Wieso ours: so
orig: verstecks 	 languagetool: Verstecks 	 correct: versteckst ours: versteckt
orig: dodo 	 languagetool:  	 correct: Dodo ours: dort
orig: ereger 	 languagetool: Träger 	 correct: Ärger ours: ärger
orig: das 	 languagetool:  	 correct: dass ours: was
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: das 	 languagetool:  	 correct: dass ours: das
orig: dabeihast 	 languagetool:  	 correct: dabei hast ours: dabeihat
orig: sach 	 languagetool: sag 	 correct: sah ours: Sich
orig: belen 	 languagetool: beten 	 correct: bellen ours: beten
orig: wier 	 languagetool: vier 	 correct: wir ours: wie
orig: apmahlen 	 languagetool: abwählen 	 correct: abmalen ours: gemahlen
orig: aufgereckt 	 languagetool:  	 correct: aufgeregt ours: aufgedeckt
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: bellkte 	 languagetool: beleckte 	 correct: bellte ours: belegte
orig: sehn 	 languagetool: zehn 	 correct: sehnsüchtig ours: sehr
orig: süchtig 	 languagetool:  	 correct: sehnsüchtig ours: süchtig
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: belt 	 languagetool: Belt 	 correct: bellt ours: Bebt
orig: das 	 languagetool:  	 correct: dass ours: was
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: Schuhl 	 languagetool: Schuhe 	 correct: Schulglocke ours: Schuhe
orig: Glocke 	 languagetool:  	 correct: Schulglocke ours: Glocke
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kurt
orig: das 	 languagetool:  	 correct: dass ours: das
orig: kukt 	 languagetool: rückt 	 correct: kuckt ours: Kurt
orig: hefte 	 languagetool:  	 correct: Hefte ours: heute
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doch
orig: siht 	 languagetool: sind 	 correct: sieht ours: Sieht
orig: weis 	 languagetool:  	 correct: weiß ours: weil
orig: kuken 	 languagetool: rücken 	 correct: kucken ours: Kuren
orig: das 	 languagetool:  	 correct: dass ours: das
orig: ihrgent 	 languagetool:  	 correct: irgendwas ours: irgend
orig: was 	 languagetool:  	 correct: irgendwas ours: das
orig: quatsten 	 languagetool: Quasten 	 correct: quatschten ours: Quatschen
orig: in 	 languagetool:  	 correct: ihn ours: ein
orig: Dan 	 languagetool:  	 correct: Dann ours: An
orig: kamn 	 languagetool: kann 	 correct: kam ours: Kann
orig: geschümpft 	 languagetool: geschürft 	 correct: geschimpft ours: beschimpft
orig: siet 	 languagetool: sie 	 correct: sieht ours: sie
orig: brült 	 languagetool: prüft 	 correct: brüllt ours: prüft
orig: klase 	 languagetool: klare 	 correct: Klasse ours: klasse
orig: Schul 	 languagetool: Schule 	 correct: Schulhund ours: Schule
orig: Hund 	 languagetool:  	 correct: Schulhund ours: und
orig: dort 	 languagetool:  	 correct: dorthin ours: dort
orig: hin 	 languagetool:  	 correct: dorthin ours: hin
orig: morgen 	 languagetool:  	 correct: Morgen ours: morgen
orig: Lena 	 languagetool:  	 correct: Lea ours: Jena
orig: ein 	 languagetool:  	 correct: einmal ours: ein
orig: mal 	 languagetool:  	 correct: einmal ours: Mal
orig: hilt 	 languagetool: gilt 	 correct: hielt ours: gilt
orig: Regen 	 languagetool:  	 correct: Regenjacke ours: Regel
orig: Jacke 	 languagetool:  	 correct: Regenjacke ours: Jacke
orig: kukgte 	 languagetool: guckte 	 correct: kuckte ours: klagte
orig: niks 	 languagetool: Eycks 	 correct: nix ours: Nils
orig: hilt 	 languagetool: gilt 	 correct: hielt ours: halt
orig: ein 	 languagetool:  	 correct: einmal ours: bin
orig: mal 	 languagetool:  	 correct: einmal ours: mal
orig: auf 	 languagetool:  	 correct: aufgepasst ours: auf
orig: gepast 	 languagetool: gebaut 	 correct: aufgepasst ours: gepasst
orig: stul 	 languagetool: stur 	 correct: Stuhl ours: stur
orig: belte 	 languagetool: beide 	 correct: bellte ours: bete
orig: fürsterlich 	 languagetool: fürstlich 	 correct: fürchterlich ours: förderlich
orig: hilt 	 languagetool: gilt 	 correct: hielt ours: hält
orig: hilt 	 languagetool: gilt 	 correct: hielt ours: hält
orig: oje 	 languagetool:  	 correct: Oje ours: Je
orig: Ihren 	 languagetool:  	 correct: ihren ours: Ihren
orig: e 	 languagetool:  	 correct: wollte ours: e
orig: Hay 	 languagetool: Bay 	 correct: Hey ours: Hab
orig: Sie 	 languagetool:  	 correct: sie ours: Sie
orig: Pinke 	 languagetool:  	 correct: Pinkepang ours: Zinke
orig: pang 	 languagetool: bang 	 correct: Pinkepang ours: lang
orig: gegen 	 languagetool:  	 correct: gegenseitig ours: gegen
orig: seitig 	 languagetool:  	 correct: gegenseitig ours: seitig
orig: Rent 	 languagetool: Rand 	 correct: rennt ours: Rest
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: nassen 	 languagetool:  	 correct: Nasen ours: passen
orig: zu 	 languagetool:  	 correct: zusammen ours: zu
orig: samen 	 languagetool: Samen 	 correct: zusammen ours: sagen
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: doof
orig: gieb 	 languagetool: Dieb 	 correct: gib ours: lieb
orig: fote 	 languagetool: vote 	 correct: Pfote ours: vote
orig: Dodes 	 languagetool: Todes 	 correct: Dodos ours: Codes
orig: könten 	 languagetool: können 	 correct: könnten ours: können
orig: arbeite* 	 languagetool:  	 correct: arbeitet ours: Arbeite
orig: Matematig 	 languagetool: Mathematik 	 correct: Mathematikmappe ours: Mathematik
orig: Mape 	 languagetool: Habe 	 correct: Mathematikmappe ours: Maße
orig: dodo 	 languagetool: tot 	 correct: Dodo ours: dort
orig: belt 	 languagetool: Belt 	 correct: bellt ours: best
orig: siht 	 languagetool: sind 	 correct: sieht ours: Sieht
orig: Kugt 	 languagetool: Kunst 	 correct: kuckt ours: Kurt
orig: freund 	 languagetool:  	 correct: freundlich ours: freund
orig: lich 	 languagetool: sich 	 correct: freundlich ours: sich
orig: SPäter 	 languagetool: Später 	 correct: später ours: Später
orig: kamm 	 languagetool: Kamm 	 correct: kam ours: Kam
orig: das 	 languagetool:  	 correct: Das ours: was
orig: Änglich 	 languagetool: Anglich 	 correct: Endlich ours: Glich
orig: kammen 	 languagetool: kämmen 	 correct: kamen ours: Kommen
orig: das 	 languagetool:  	 correct: dass ours: das
orig: Mathe 	 languagetool: Mathematik 	 correct: Mathestunde ours: Matte
orig: Stunde 	 languagetool:  	 correct: Mathestunde ours: Stunden
orig: belte 	 languagetool: beide 	 correct: bellte ours: beste
orig: angstgeagt 	 languagetool:  	 correct: Angst gejagt ours: angestrengt
orig: traffen 	 languagetool: treffen 	 correct: trafen ours: treffen
orig: pas 	 languagetool: PAs 	 correct: pass ours: das
orig: Pinke 	 languagetool:  	 correct: Pinkepank ours: Zinke
orig: Pank 	 languagetool: Lang 	 correct: Pinkepank ours: Punk
orig: zusamen 	 languagetool: Zusamen 	 correct: zusammen ours: Zusammen
orig: sai 	 languagetool: sei 	 correct: sie ours: sah
orig: endeck 	 languagetool: entdeckt 	 correct: entdeck ours: entdeckt
