	Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct	languagetool_corrections
5039	Stadt X , 12.03.12 Leiber Michael , wie gehts dir ?	Leiber	19	25	Leiter	Lieber	n	[]
5040	Am Samstag ich mit meine Famalie nach Köln fahren , aber ich kann nicht nehme meinen hunt mit .	Famalie	25	32	Familie	Familie	y	['Familie', 'Familien', 'Damalige', 'Amalie', 'Natalie', 'Familiär', 'Pharmazie', 'Fatale', 'Damalig', 'Fäkalien', 'Fanale', 'Kamelie', 'Formalie', 'Fäkale', 'Family', 'Familys']
5041	Am Samstag ich mit meine Famalie nach Köln fahren , aber ich kann nicht nehme meinen hunt mit .	hunt	85	89	bunt	Hund	n	['rund', 'Bund', 'Mount', 'Fund', 'Hund', 'Mund', 'bunt', 'kund', 'hurt', 'wund', 'zünd', 'Bunt', 'Lund', 'Rund', 'Shunt', 'Sound', 'Sund', 'Wund', 'Zünd', 'hont']
5042	Geben es essen und nehme es Spaziergang mit .	essen	9	14	essen	Essen	n	[]
5043	bitte Vergessen nicht .	bitte	0	5	Bitte	Bitte	y	['Bitte']
5044	bitte Vergessen nicht .	Vergessen	6	15	vergessen	vergessen	y	[]
5045	Ich bin Zuruck in Zwei Woche .	Zuruck	8	14	zurück	zurück	y	['Zurück', 'Druck', 'Zürich', 'Zuck', 'Zuruf', 'Zurufe', 'Hauruck', 'Struck', 'Truck', 'Spuck', 'Zurufs', 'Zudrucke', 'Rück', 'Zudruckt', 'Zugucke', 'Zuguckt', 'Zuruft', 'Zutrug', 'Zutrugt', 'Zück']
5046	Ich bin Zuruck in Zwei Woche .	Zwei	18	22	zwei	zwei	y	['zwei']
5047	Stadt X , 12-03-12 Liebe Eva , Ich muss für ein paar Tage nach Nigeria fliegen .	Ich	31	34	ich	ich	y	[]
5048	Deshalb , brauche ich deine Helfe .	Helfe	28	33	Hilfe	Hilfe	y	[]
5049	Vielen Dank für deine Helfe !	Helfe	22	27	Hilfe	Hilfe	y	[]
5050	Keine Panik , er ist Nett und ordenlich , nur um 17 Uhr spazierst du mit Waldi , am Abend 2 .	Nett	21	25	nett	nett	y	['nett']
5051	Keine Panik , er ist Nett und ordenlich , nur um 17 Uhr spazierst du mit Waldi , am Abend 2 .	ordenlich	30	39	ordentlich	ordentlich	y	['ordentlich', 'ordentliche', 'erdenklich', 'erdähnlich', 'torähnlich', 'örtlich', 'österlich']
5052	Stadt X , 11-03-2012 Liebe Maria , Wie geht es dir ?	Wie	35	38	Wie	wie	n	['wie']
5053	Es ist schon ein parr wohen dass ich von dir gehört .	parr	17	21	paar	paar	y	[]
5054	Es ist schon ein parr wohen dass ich von dir gehört .	wohen	22	27	woher	Wochen	n	[]
5055	Nächter Monat fahre ich nach Stadt X , deshalb möchte ich eine hilfe von dir .	Nächter	0	7	Nächte	Nächsten	n	['Rechter', 'Pächter', 'Nächster', 'Wächter', 'Nächte', 'Fechter', 'Neger', 'Legte', 'Nächten', 'Nachdem', 'Nächsten', 'Tochter', 'Nächste', 'Rechten', 'Gegner', 'Richter', 'Leichter', 'Rechte', 'Näher', 'Töchter']
5056	Nächter Monat fahre ich nach Stadt X , deshalb möchte ich eine hilfe von dir .	hilfe	63	68	Hilfe	Hilfe	y	['Hilfe', 'hilft', 'helfe', 'hilf', 'Sylphe', 'hieve', 'hälfe', 'holte', 'Filme', 'half', 'helfen', 'Chile', 'halbe', 'helle', 'tiefe', 'halfen', 'milde', 'wilde', 'Pilze']
5057	Wißt du , ich habe ein Hund .	Wißt	0	4	Weißt	Weißt	y	['Lässt', 'Wisst', 'West', 'Wird', 'Wind', 'Fasst', 'Misst', 'Bist', 'Wusste', 'Passt', 'Küsst', 'Hasst', 'Wild', 'Musst', 'Wüst', 'Visp', 'Lasst', 'Rist', 'Müsst', 'Wisse']
5058	kännst du bitte ihm ein parr tage kümmern .	kännst	0	6	Kannst	Kannst	y	['Kännst']
5059	kännst du bitte ihm ein parr tage kümmern .	parr	24	28	paar	paar	y	['paar', 'bar', 'barg', 'Narr', 'bare', 'barer', 'park', 'war', 'Jahr', 'März', 'Karl', 'bald', 'dar', 'pro', 'wäre', 'Park', 'darf', 'gar', 'per']
5060	kännst du bitte ihm ein parr tage kümmern .	tage	29	33	Tage	Tage	y	[]
5061	Ich möchte gern wissen , ob es für dich moglich ist , von 1 .	moglich	40	47	möglich	möglich	y	['möglich', 'mögliche', 'höchlich', 'mollig', 'völlig', 'möglichen', 'möglichst', 'täglich', 'folglich', 'möglicher', 'tödlich', 'glich', 'löslich', 'mächtig', 'rötlich', 'sogleich', 'mögliches', 'höflich', 'wollig', 'möglichem']
5062	Ich gehe nach Rumänin von 13.03 bis 20.03 .	Rumänin	14	21	Rumänien	Rumänien	y	[]
5063	Ich habe eine kleine Kätze .	Kätze	21	26	Katze	Katze	y	['Kette', 'Sätze', 'Netze', 'Katze', 'Setze', 'Kesse', 'Metze', 'Käthe', 'Fetze', 'Kerze', 'Geduzte', 'Ketzer', 'Geize', 'Kekse', 'Hetze', 'Krätze', 'Kitze', 'Kotze', 'Käuze', 'Petze']
5064	Bitte nimmst du meine Kätze am 13.03 u 20.03 .	Kätze	22	27	Katze	Katze	y	['Kette', 'Sätze', 'Netze', 'Katze', 'Setze', 'Kesse', 'Metze', 'Käthe', 'Fetze', 'Kerze', 'Geduzte', 'Ketzer', 'Geize', 'Kekse', 'Hetze', 'Krätze', 'Kitze', 'Kotze', 'Käuze', 'Petze']
5065	Ich gebe dir ihr essen und hause .	essen	17	22	Essen	Essen	y	[]
5066	Ich gebe dir ihr essen und hause .	hause	27	32	hasse	Haus	n	[]
5067	Du musst mit ihr 1 stunde am Tag faulenzen .	stunde	19	25	Stunde	Stunde	y	[]
5068	Aber machst du nicht Spazieren .	Spazieren	21	30	spazieren	spazieren	y	[]
5069	schenke ich dir ein schachtel Zigarreten aus Rumänia .	schachtel	20	29	Schachtel	Schachtel	y	['Schachtel', 'schachteln', 'schachte', 'schachtele', 'schachtelt', 'schachten', 'schachtet', 'schachtle', 'schächte', 'schächten', 'schächtet', 'geachtet', 'Schächte', 'geächtet', 'zusagte', 'Schachtes', 'Schächten', 'schlachten', 'zusagten', 'schlachtet']
5070	schenke ich dir ein schachtel Zigarreten aus Rumänia .	Zigarreten	30	40	Zigaretten	Zigaretten	y	['Zigaretten', 'Zigarren']
5071	schenke ich dir ein schachtel Zigarreten aus Rumänia .	Rumänia	45	52	Rumänien	Rumänien	y	['Rumänin', 'Rumänien', 'Rumänen', 'Eugenia', 'RumänIn', 'Rumäne']
5072	Oder du kännst mir sagen , was willst du .	kännst	8	14	kannst	kannst	y	['kennst', 'kennt', 'kannst', 'genest', 'genast', 'genässt', 'gähnst', 'gönnst', 'nennst', 'pennst', 'rennst', 'genannt', 'grenzt', 'kennen', 'nennt', 'gelöst', 'genoss', 'längst', 'genügt', 'gesandt']
5073	OK , Ich warte dein anrufen .	Ich	5	8	ich	ich	y	[]
5074	Entschuldig mich bitte für so lange dir nicht schreiben .	Entschuldig	0	11	Entschuldigt	Entschuldige	n	['Endgültig', 'Endgültige', 'Unschuldig', 'Entschuldigt', 'Entschuldige', 'Mitschuldig', 'Endgültigen', 'Entschuldigte', 'Entschulden', 'Entschuldigen', 'Endgültiger', 'Entschuldung', 'Endgültiges', 'Endgültigem', 'Entschuldet', 'Endgültigst', 'Entschulde', 'Entschuldigst', 'Endgradig']
5075	märz-2012 Lieber Maria .	märz-2012	0	9	März	März-2012	n	['März-2012']
5076	Kannst du mir bitte eine gefällen tun ?	gefällen	25	33	gefallen	Gefallen	n	['Gefällen', 'gefallen', 'gesellen', 'gefällten', 'befallen', 'gefällt', 'Gefälle', 'Rebellen', 'Unfällen', 'fällen', 'gefallene', 'gefüllten', 'gewellten', 'Novellen', 'befehlen', 'gesellten', 'gipfelten', 'Abfällen', 'gefielen', 'gefällig']
5077	Ich fahre morgen nach Stadt X aber ich habe ein hund und meine hund kann ich nicht mitnehmen weil das nicht erlaubt ist .	hund	48	52	Hund	Hund	y	[]
5078	Ich fahre morgen nach Stadt X aber ich habe ein hund und meine hund kann ich nicht mitnehmen weil das nicht erlaubt ist .	hund	63	67	und	Hund	n	[]
5079	Kannst du denn bitte meine hund aufpassen ?	hund	27	31	und	Hund	n	['Hund', 'und', 'rund', 'Bund', 'Mount', 'Fund', 'Mund', 'bunt', 'kund', 'hurt', 'wund', 'zünd', 'Bunt', 'Lund', 'Rund', 'Sound', 'Sund', 'Wund', 'Zünd', 'hont']
5080	Ich bin nur für eine woche weg .	woche	21	26	Woche	Woche	y	['Woche', 'woge', 'wöge', 'möge', 'wog', 'Loge', 'vage', 'Joche', 'wogen', 'Doge', 'Köche', 'wache', 'wage', 'zöge', 'Hooge', 'poche', 'loche', 'Hoche', 'Kooge', 'Soge']
5081	12.02.12 Liber Michael herzliche Grüße !	Liber	9	14	Libero	Lieber	n	['Leber', 'Lieber', 'Liter', 'Biber', 'Tiber', 'Viper', 'Laber', 'Leiber', 'Über', 'Libyer', 'Einer', 'Libero', 'Aber', 'Lider', 'Hier', 'Lipper', 'Vier', 'Lyder', 'Ließ', 'Liner']
5082	Deshalb Ich zu Haus werde nicht blieben bis Frietag .	Ich	8	11	ich	ich	y	[]
5083	Deshalb Ich zu Haus werde nicht blieben bis Frietag .	blieben	32	39	bleiben	bleiben	y	[]
5084	Deshalb Ich zu Haus werde nicht blieben bis Frietag .	Frietag	44	51	Freitag	Freitag	y	['Freitag', 'Frieda', 'Freitags', 'Dreitag', 'Friedas', 'Fragetag', 'Frieden', 'Brieftag', 'Feiertag', 'Pferdetag', 'Friede', 'Triebtag', 'Friedman', 'Freital', 'Friedsam', 'Knietag', 'Friedel', 'Pfeiltag', 'Freitage']
5085	Wenn das ist moglisch für dir ruft du mir an .	moglisch	13	21	möglich	möglich	y	['möglich', 'möglichst', 'mögliche', 'mögliches', 'mollig', 'völlig', 'möglichen', 'englisch', 'möglicher', 'logisch', 'moralisch', 'mächtig', 'magisch', 'wollig', 'zyklisch', 'modisch', 'mongolisch', 'möglichem', 'Zögling', 'mehlig']
5086	Ich werde sehr glücklisch sein .	glücklisch	15	25	glücklich	glücklich	y	['glücklich', 'glückliche', 'glückliches', 'glücklichst', 'glücklichen', 'glücklicher', 'glücklichste', 'glücklichem', 'glykämisch']
5087	Es wird gefält mir sehr gut .	gefält	8	14	gefällt	gefällt	y	['gefällt', 'gefehlt', 'gipfelt', 'gefegt', 'gefeit', 'gefeilt', 'gegelt', 'gepfeilt', 'gepfählt', 'kegelt', 'täfelt', 'gewählt', 'gefärbt', 'gelegt', 'gezählt', 'gefolgt', 'geteilt', 'Umfeld', 'gefüllt', 'geholt']
5088	Liebe Eva , Ich will am Samstag ins Gebirge fahren .	Ich	12	15	ich	ich	y	[]
5089	Aber ich kann nich mitnehmen .	nich	14	18	mich	nicht	n	['sich', 'nach', 'nicht', 'noch', 'ich', 'mich', 'dich', 'wich', 'eich', 'Aich', 'Eich', 'Gig', 'Sikh', 'zig', 'auch', 'doch', 'zog', 'hoch', 'lag', 'nichts']
5090	Meine Katze essen und trinken wasser vier mal pro Tag .	wasser	30	36	Wasser	Wasser	y	['Wasser', 'wässer', 'Fässer', 'nasser', 'Wässer', 'wassern', 'wässern', 'Hasser', 'Jazzer', 'wassere', 'wassert', 'wassre', 'wässere', 'wässert', 'wässre', 'Yasser', 'lassen', 'Kaiser', 'außer']
5091	Ich möchte für zwei tage nach Stadt Y fahren .	tage	20	24	Tage	Tage	y	[]
5092	Deshalb möchte ich deine hilft von 17 marz bis 20 marz .	marz	38	42	Mark	März	n	['März', 'Harz', 'Marc', 'Mars', 'Lars', 'Bars', 'Darß', 'Sars', 'wärs', 'war', 'dass', 'man', 'ganz', 'kurz', 'muss', 'Karl', 'dar', 'wäre', 'Hans']
5093	Deshalb möchte ich deine hilft von 17 marz bis 20 marz .	marz	50	54	Mark	März	n	['März', 'Harz', 'Marc', 'Mars', 'Lars', 'Bars', 'Darß', 'Sars', 'wärs', 'war', 'dass', 'man', 'ganz', 'kurz', 'muss', 'Karl', 'dar', 'wäre', 'Hans']
5094	Mein Hund name ist Waldi .	name	10	14	Name	Name	y	['Name', 'nahe', 'käme', 'Häme', 'nähme', 'nage', 'Lamé', 'Dame', 'Game', 'Same', 'lamé', 'nähe', 'am', 'nach', 'kam', 'neue', 'Namen', 'kamen', 'nahm', 'Lage']
5095	Waldi brauche nur einmal Essen jeden tag .	tag	37	40	Tag	Tag	y	['Tag', 'das', 'nach', 'da', 'doch', 'dar', 'lag', 'Bach', 'mag', 'Dach', 'Fach', 'dato', 'dich', 'tat', 'tagt', 'wach', 'tags', 'mach', 'Yak', 'lach']
5096	Kannst du etwas Essen ein mal zu geben ?	mal	26	29	mal	Mal	n	[]
5097	Ich mochte nach Indien erste zwei wochen am April fahren .	wochen	34	40	Wochen	Wochen	y	['Wochen', 'wogen', 'wögen', 'wegen', 'zogen', 'Bogen', 'Jochen', 'mögen', 'Bögen', 'wagen', 'wichen', 'Dogen', 'Logen', 'kochen', 'wachen', 'sogen', 'vagen', 'zögen', 'Köchen', 'lochen']
5098	Vielen Dank , Dein freund Tobias	freund	19	25	Freund	Freund	y	['Freund']
5099	Ich möchte meine Eltern Besuchen .	Besuchen	24	32	besuchen	besuchen	y	[]
5100	So ich fahre am 25 März nach Berlin Fahren .	Fahren	36	42	fahren	fahren	y	[]
5101	leider ich Kann nicht meinen Hund mitnehmen .	leider	0	6	Leide	Leider	n	['Leider']
5102	leider ich Kann nicht meinen Hund mitnehmen .	Kann	11	15	kann	kann	y	['kann']
5103	Kannst du meinen Hund auf passen ?	auf	22	25	auf	aufpassen	n	[]
5104	Kannst du meinen Hund auf passen ?	passen	26	32	lassen	aufpassen	n	[]
5105	Ich gebe dir ernährung für meinen Hund .	ernährung	13	22	Ernährung	Ernährung	y	['Ernährung', 'ernähren', 'Verehrung', 'Verjährung', 'Vernähung', 'ernährend']
5106	Du soll es jeden Tag dushen ?	dushen	21	27	duschen	duschen	y	['duzen', 'duschen', 'pushen', 'tuschen', 'duzten', 'düsen', 'düsten', 'toughen', 'dessen', 'müssen', 'außen', 'dürfen', 'suchen', 'Museen', 'drehen', 'dünnen', 'tauchen', 'Küsten', 'Russen', 'ruhen']
5107	Du Kannst mit ihn spielen .	Kannst	3	9	Kannst	kannst	n	['kannst']
5108	Du Kannst mit ihn spaziergehen .	Kannst	3	9	kannst	kannst	y	['kannst']
5109	Du Kannst mit ihn spaziergehen .	spaziergehen	18	30	spazieren	spazieren gehen	n	['Spaziergehen']
5110	Kannst du am 24 März meinen Hund mit nehmen .	mit	33	36	mit	mitnehmen	n	[]
5111	Kannst du am 24 März meinen Hund mit nehmen .	nehmen	37	43	nehmen	mitnehmen	n	[]
5112	Vielen DanK für deine helfen .	DanK	7	11	Dank	Dank	y	['Dank', 'Bing', 'Dana', 'Bong', 'Däne', 'Ian', 'Dan', 'Ians', 'Dani', 'Janik', 'Dans', 'Manu', 'An', 'Sana', 'Kann', 'Sani', 'Man', 'Sané', 'Dann', 'Slack']
5113	Bis bald Deine freundin Maria	freundin	15	23	Freundin	Freundin	y	['Freundin', 'freund in', 'FreundIn', 'freunden', 'freundet', 'freudig', 'Exfreundin', 'Freunden', 'freuenden', 'freund', 'freunde']
5114	Jetzt , habe ich eine schöne Kätz .	Kätz	29	33	Katze	Katze	y	['Netz', 'Metz', 'Jets', 'Katz', 'Mets', 'Käthe', 'Sets', 'Wetz', 'Keks', 'Geduzt', 'Kats', 'Kess', 'Keas', 'Setz', 'Kens', 'Keto', 'März', 'Keys', 'Ganz', 'Kids']
5115	Aber kann ich niht meine Kätze nehmen mit .	niht	14	18	nicht	nicht	y	['nicht', 'naht', 'niet', 'näht', 'ist', 'mit', 'sind', 'wird', 'gibt', 'ihm', 'ihn', 'ihr', 'geht', 'gilt', 'nahm', 'acht', 'nahe', 'nichts', 'nie', 'nimmt']
5116	Aber kann ich niht meine Kätze nehmen mit .	Kätze	25	30	Katze	Katze	y	['Kette', 'Sätze', 'Netze', 'Katze', 'Setze', 'Kesse', 'Metze', 'Käthe', 'Fetze', 'Kerze', 'Geduzte', 'Ketzer', 'Geize', 'Kekse', 'Hetze', 'Krätze', 'Kitze', 'Kotze', 'Käuze', 'Petze']
5117	Bitte , Bitte Am Sonntag will ich neben ihre Wohnung gehen .	Bitte	8	13	bitte	bitte	y	[]
5118	So ich würde dich am Sonntagabent treffen .	Sonntagabent	21	33	Sonnabend	Sonntagabend	n	['Sonntagabend', 'Sonntagabende', 'Sonntagabends', 'Sonntagabenden', 'Sonntagsabend', 'Sonntagagent', 'Sonntagarbeit', 'Sonntagalben', 'Sonntagabt', 'Sonntagkent', 'Sonntagebene', 'Sonntagadvent', 'Sonntagakzent', 'Sonntagspende', 'Sonntagasbest', 'Sonntagauen', 'Sonntagepen', 'Sonntagabart', 'Sonntagspäne']
5119	Und du musst meine Kätz wissen .	Kätz	19	23	Katze	Katze	y	['Netz', 'Metz', 'Jets', 'Katz', 'Mets', 'Käthe', 'Sets', 'Wetz', 'Keks', 'Geduzt', 'Kats', 'Kess', 'Keas', 'Setz', 'Kens', 'Keto', 'März', 'Keys', 'Ganz', 'Kids']
5120	Meine Kätze möchte keine Milch trinken .	Kätze	6	11	Katze	Katze	y	['Kette', 'Sätze', 'Netze', 'Katze', 'Setze', 'Kesse', 'Metze', 'Käthe', 'Fetze', 'Kerze', 'Geduzte', 'Ketzer', 'Geize', 'Kekse', 'Hetze', 'Krätze', 'Kitze', 'Kotze', 'Käuze', 'Petze']
5121	Ich warte auf ihre baldige Antworten mit freundlich grüßen Tobias	grüßen	52	58	grüßen	Grüßen	n	[]
5122	Liebe Maria , Ich hoffe bei Dir alles ist in Ordnung .	Ich	14	17	Ich	ich	n	[]
5123	Kannst Du mit der Hund morgens Früh zu spazieregehen ?	Früh	31	35	früh	früh	y	[]
5124	Kannst Du mit der Hund morgens Früh zu spazieregehen ?	spazieregehen	39	52	Spazierengehen	spazieren gehen	n	['spaziere gehen', 'spaziere Gehen', 'Spazierwegehen', 'Spazierengehen']
5125	Ich hoffe auf Deine bald antworht .	antworht	25	33	Antwort	Antwort	y	['Antwort', 'antworte', 'Endwort', 'antwortet', 'antworten', 'Endwert', 'Endwirt', 'androht', 'Artwort', 'Ostwort', 'anfrort']
5126	Stadt X 12.03.2012 Libe Julia , wie geht es dir .	Libe	19	23	Liebe	Liebe	y	['Lippe', 'Live', 'Eibe', 'Liebe', 'Lise', 'Lebe', 'Lupe', 'Lieb', 'Hype', 'Laibe', 'Leibe', 'Lobe', 'Labe', 'Like', 'Type', 'Lire', 'Die', 'Eine', 'Sie', 'Wie']
5127	Dir möchte ich nächten monat nach Amsterdam fahren .	nächten	15	22	nächsten	nächsten	y	['Nächten', 'nächsten', 'rechten', 'legten', 'Mächten', 'regten', 'hegten', 'fechten', 'rächten', 'nähten', 'hechten', 'Fechten', 'Hechten', 'Mägden', 'Rechten', 'Wechten', 'dächten', 'fegten', 'nagten', 'neckten']
5128	Dir möchte ich nächten monat nach Amsterdam fahren .	monat	23	28	Monat	Monat	y	['Monat', 'sonst', 'Monate', 'Donau', 'Senat', 'wohnt', 'Mont', 'Jonas', 'Monats', 'lohnt', 'Banat', 'Monet', 'Sonate', 'Tonart', 'Jona', 'könnt', 'tonal', 'Ornat', 'gönnt', 'managt']
5129	Ich habe zwei hund und ein Katz .	hund	14	18	und	Hund	n	['Hund', 'und', 'rund', 'Bund', 'Mount', 'Fund', 'Mund', 'bunt', 'kund', 'hurt', 'wund', 'zünd', 'Bunt', 'Lund', 'Rund', 'Sound', 'Sund', 'Wund', 'Zünd', 'hont']
5130	Ich Suche ein helfen .	Suche	4	9	suche	suche	y	['suche']
5131	Hast du zeit vor auspassen und essen vor meine Haustiere von 10 april bis 12 April ?	zeit	8	12	Zeit	Zeit	y	['Zeit']
5132	Hast du zeit vor auspassen und essen vor meine Haustiere von 10 april bis 12 April ?	auspassen	17	26	aufpassen	aufpassen	y	['aus passen', 'aufpassen', 'auslassen', 'ausbissen', 'ausmaßen', 'ausmäßen', 'aussaßen', 'aussäßen', 'anpassen', 'anzupassen', 'ausbauen', 'auffassen', 'Ausmaßen', 'ausbauten', 'ausbessern', 'ausblasen', 'ausgasen', 'ausmessen', 'auspacken', 'auspressen']
5133	Hast du zeit vor auspassen und essen vor meine Haustiere von 10 april bis 12 April ?	april	64	69	April	April	y	[]
5134	Lieber Michael , wie geh ´s dir ?	geh	21	24	geht	geht	y	[]
5135	Ich hoffe gut vielen Dank für ein Breif .	Breif	34	39	Brief	Brief	y	['Brief', 'Breit', 'Greif', 'Brei', 'Preis', 'Breie', 'Breis', 'Reif', 'Bei', 'Beim', 'Drei', 'Frei', 'Kreis', 'Bereit', 'Freie', 'Rein', 'Beruf', 'Berief', 'Rief', 'Breite']
5136	Mir Sind für ein paar Tage nicht zu Hause .	Sind	4	8	sind	sind	y	[]
5137	Wann Kommst du ?	Kommst	5	11	kommst	kommst	y	['kommst']
5138	Ich möchte fahren Geshefte .	Geshefte	18	26	Geschäfte	Geschäfte	y	['Geschäfte', 'Gezielte', 'Gehöfte', 'Geheftet', 'Beihefte', 'Gestufte', 'Gasherde', 'Gehegte', 'Lesehefte', 'Testhefte', 'Gescheite', 'Festhefte', 'Gezierte', 'Loshefte', 'Gezupfte', 'Aushefte', 'Weghefte', 'Geriefte', 'Gescherte', 'Gescheute']
5139	Ich möchte du Kommst am 15 .	Kommst	14	20	kommst	kommst	y	['kommst']
5140	märz gehen Ich rufe dich an ?	märz	0	4	März	März	y	['März']
5141	mir geht es gut .	mir	0	3	Mir	Mir	y	['Mir']
5142	Ich möchte nach Berlin fahren , aber ich habe ein problem .	problem	50	57	Problem	Problem	y	['Problem', 'Probleme', 'grobem', 'proben', 'probte', 'probten', 'Problems', 'brodle', 'brösle', 'noblem', 'prallem', 'probatem', 'probe', 'probier', 'probtet', 'proper', 'properem']
5143	Ich Kann meine Katze nicht mit nehmen .	Kann	4	8	kann	kann	y	['kann']
5144	Ich Kann meine Katze nicht mit nehmen .	mit	27	30	mit	mitnehmen	n	[]
5145	Ich Kann meine Katze nicht mit nehmen .	nehmen	31	37	nehmen	mitnehmen	n	[]
5146	Ich brache deine hilfe im diese tag .	brache	4	10	brauche	brauche	y	['Brache', 'präge', 'bräche', 'brachte', 'brach', 'Frage', 'prägte', 'brachen', 'prägen', 'prägt', 'brauche', 'Drache', 'trage', 'träge', 'brächte', 'bracht', 'breche', 'plage', 'backe', 'Trage']
5147	Ich brache deine hilfe im diese tag .	hilfe	17	22	Hilfe	Hilfe	y	['Hilfe', 'hilft', 'helfe', 'hilf', 'Sylphe', 'hieve', 'hälfe', 'holte', 'Filme', 'half', 'helfen', 'Chile', 'halbe', 'helle', 'tiefe', 'halfen', 'milde', 'wilde', 'Pilze']
5148	Ich brache deine hilfe im diese tag .	tag	32	35	Tag	Tag	y	['Tag', 'das', 'nach', 'da', 'doch', 'dar', 'lag', 'Bach', 'mag', 'Dach', 'Fach', 'dato', 'dich', 'tat', 'tagt', 'wach', 'tags', 'mach', 'Yak', 'lach']
5149	Liebe Katharina , Ich bin für ein paar Tage nicht zu Hause , weil ich in Indien fahren möchte .	Ich	18	21	Ich	ich	n	[]
5150	Kanst du mir helfen Meine Haustier , nimmst du ein paar Tage deine Hause .	Kanst	0	5	Kunst	Kannst	n	['Kannst', 'Kunst', 'Ganz', 'Kant', 'Ganze', 'Tanzt', 'Kants', 'Karst', 'Wanst', 'Knast', 'Gabst', 'Gäbst', 'Ranzt', 'Gähnst', 'Fast', 'Gärst', 'Kamst', 'Lässt', 'Kaust', 'Kämst']
5151	Ich muss nächte Donnerstag mitbringe meine Haustier .	nächte	9	15	nächste	nächsten	n	['Nächte', 'legte', 'nächste', 'rechte', 'regte', 'Mächte', 'hegte', 'rächte', 'Mägde', 'fegte', 'nähte', 'sägte', 'Wechte', 'Rechte', 'dächte', 'fechte', 'hechte', 'nagte', 'neckte', 'wägte']
5152	Meine Eltren und bin ich in montag fahren in Indien .	Eltren	6	12	Eltern	Eltern	y	['Eltern', 'Älteren', 'Elten', 'Alten', 'Gelten', 'Klaren', 'Selten', 'Emden', 'Klären', 'Erklären', 'Laden', 'Enden', 'Ellen', 'Eliten', 'Zentren', 'Enten', 'Elften', 'Fluren', 'Luden', 'Altären']
5153	Meine Eltren und bin ich in montag fahren in Indien .	montag	28	34	Montag	Montag	y	['Montag', 'montags', 'montan', 'Lohntag', 'Tondach', 'mondän', 'Kontakt', 'Sonntag', 'Honda', 'Montage', 'Vortag', 'mental', 'Hoftag', 'montane', 'mündig', 'mondäne', 'Hondas', 'Bondage', 'Lohntage']
5154	ein Hund und eine Katz nimmst du ein paar Tage deine Haus .	ein	0	3	Ein	Ein	y	['Ein']
5155	Lieb Mari , Viele Grüße von Tobias !	Viele	12	17	Viele	viele	n	['viele']
5156	Ich möchte am 25 märz nach Indien fliegen .	märz	17	21	März	März	y	[]
5157	Ich Kann nicht Waldi fliegen mit .	Kann	4	8	kann	kann	y	['kann']
5158	Ich fliege am Ende März zuruck .	zuruck	24	30	zurück	zurück	y	['zurück', 'Druck', 'zuck', 'Hauruck', 'Struck', 'Truck', 'druck', 'spuck', 'zudrucke', 'zudruckt', 'zugucke', 'zuguckt', 'zurufe', 'zuruft', 'zutrug', 'zutrugt', 'zück', 'rück']
5159	Ich denke es Kein Problem für dir .	Kein	13	17	ein	kein	n	['kein']
5160	Am Montag Fahre ich mit meinem Vater nach Stadt X. Wir machen eine kurze Urlaub .	Fahre	10	15	fahre	fahre	y	[]
5161	darf ich meine Katze in deinem Haus stellen .	darf	0	4	Darf	Darf	y	['Darf']
5162	du Kennst meine Katze sehr gut , Sie macht kein problem .	du	0	2	Zu	Du	n	['Du']
5163	du Kennst meine Katze sehr gut , Sie macht kein problem .	Kennst	3	9	kennst	kennst	y	['kennst']
5164	du Kennst meine Katze sehr gut , Sie macht kein problem .	Sie	33	36	sie	sie	y	[]
5165	du Kennst meine Katze sehr gut , Sie macht kein problem .	problem	48	55	Problem	Problem	y	['Problem', 'Probleme', 'grobem', 'proben', 'probte', 'probten', 'Problems', 'brodle', 'brösle', 'noblem', 'prallem', 'probatem', 'probe', 'probier', 'probtet', 'proper', 'properem']
5166	aber du sollst jedentag nur eine stunde mit meiner Katze spielen .	aber	0	4	Aber	Aber	y	['Aber']
5167	aber du sollst jedentag nur eine stunde mit meiner Katze spielen .	jedentag	15	23	jeden	jeden Tag	n	['jeden Tag', 'Gedenktag', 'Regentag', 'Erdentag', 'Medientag', 'Sedantag', 'Totentag', 'jätend', 'jätende', 'jätendem', 'jätenden', 'jätender', 'jätendes']
5168	aber du sollst jedentag nur eine stunde mit meiner Katze spielen .	stunde	33	39	Stunde	Stunde	y	[]
5169	und bitte vergess nicht das Essen , Sie mag milch .	und	0	3	Uns	Und	n	['Und']
5170	und bitte vergess nicht das Essen , Sie mag milch .	Sie	36	39	sie	sie	y	[]
5171	und bitte vergess nicht das Essen , Sie mag milch .	milch	44	49	mich	Milch	n	['Milch', 'mich', 'misch', 'Bilch', 'sich', 'ging', 'ich', 'Sieg', 'dich', 'fing', 'solch', 'Fisch', 'Tisch', 'glich', 'hing', 'milde', 'wich', 'Amiga', 'Kelch']
5172	Ich Fahre am Montag ( 28.6.12 ) bis Mittwoch ( 30.6.12 ) nur Für zwei tagen .	Fahre	4	9	fahre	fahre	y	[]
5173	Ich Fahre am Montag ( 28.6.12 ) bis Mittwoch ( 30.6.12 ) nur Für zwei tagen .	Für	61	64	für	für	y	['für']
5174	Ich Fahre am Montag ( 28.6.12 ) bis Mittwoch ( 30.6.12 ) nur Für zwei tagen .	tagen	70	75	Tagen	Tagen	y	[]
